Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,21226402,36.38,37.0,141.0,$8749.84,Female,78.0,17.0,43.0,8.0,Carrier A,$8.74,Supplier 1,Bangalore,12.0,858.0,27.0,$80.28,Fail,4.65,Sea,route_B,803.62
haircare,21264402,45.11,83.0,154.0,$1075.22,Unknown,48.0,14.0,69.0,9.0,Carrier A,$1.02,Supplier 5,Delhi,9.0,527.0,3.0,$83.03,Fail,,Sea,B route,645.16
haircare,19648100,74.5,,571.0,$5290.56,Non-binary,82.0,1.0,63.0,3.0,Carrier A,$7.44,Supplier 5,Kolkata,18.0,800.0,24.0,$28.31,Pass,3.76,Sea,,613.1
haircare,101300006,,12.0,819.0,$7522.75,Male,11.0,18.0,12.0,6.0,Carrier A,$2.16,Supplier 3,Kolkata,,923.0,17.0,$92.74,,1.79,Rail,route_B,915.24
haircare,101500030,96.07,11.0,931.0,,Female,96.0,,84.0,8.0,Carrier A,$2.75,Supplier 3,Mumbai,8.0,675.0,16.0,,Pass,,Road,route_B,836.75
haircare,101600014,3.16,,59.0,$9269.92,Unknown,79.0,19.0,3.0,8.0,Carrier C,$4.86,Supplier 4,Delhi,18.0,396.0,12.0,,Pending,3.06,Air,a,841.74
skincare,PRO08LC,97.27,23.0,,$5089.84,Male,80.0,28.0,90.0,5.0,Carrier C,$8.95,Supplier 4,Chennai,22.0,750.0,12.0,$60.55,Pending,4.27,,routeB,406.8
haircare,PRO01C,18.15,34.0,853.0,$3247.7,Unknown,,15.0,88.0,3.0,Carrier A,$3.35,Supplier 1,Kolkata,22.0,815.0,2.0,$43.72,Pass,1.6,Air,route_A,739.83
haircare,PRO701C,92.17,15.0,585.0,$6564.48,Male,64.0,2.0,56.0,5.0,Carrier B,$6.6,Supplier 4,Delhi,25.0,194.0,4.0,$37.74,Fail,2.62,Air,route_C,754.1
haircare,PRO521LC,38.5,57.0,503.0,$2474.62,Non-binary,95.0,9.0,80.0,5.0,Carrier B,$4.97,Supplier 2,Kolkata,26.0,552.0,8.0,$52.91,Pending,0.11,Sea,routeA,766.58
cosmetics,PRO40,29.2,43.0,511.0,$8882.9,Unknown,53.0,20.0,20.0,2.0,Carrier A,$8.6,Supplier 1,Bangalore,21.0,962.0,23.0,$15.03,Fail,4.87,,C,108.4
cosmetics,PRO80,58.33,3.0,995.0,$5940.49,Non-binary,3.0,11.0,,3.0,,$3.18,Supplier 1,Chennai,23.0,811.0,8.0,$49.56,Pass,4.38,Air,routeA,820.29
skincare,101600521,4.04,78.0,319.0,$8684.06,Female,61.0,25.0,84.0,7.0,Carrier A,$5.87,Supplier 5,Kolkata,18.0,,16.0,,Pending,2.14,Sea,,410.33
skincare,101400521,,20.0,876.0,$7587.94,Female,43.0,17.0,34.0,7.0,Carrier B,,Supplier 2,Delhi,6.0,126.0,24.0,$20.84,Pending,3.09,Air,A route,184.7
haircare,101300040,2.32,57.0,931.0,$6576.82,Unknown,7.0,20.0,2.0,5.0,,$5.27,Supplier 5,,4.0,,14.0,$93.15,Pending,1.46,Rail,c,530.73
cosmetics,101600008,70.14,49.0,20.0,$1182.59,,47.0,7.0,13.0,3.0,Carrier C,$5.02,Supplier 5,Delhi,1.0,705.0,6.0,$83.78,Pass,4.99,Rail,routeC,515.27
cosmetics,101300080,56.92,26.0,263.0,$9923.28,Non-binary,10.0,13.0,84.0,4.0,Carrier A,$7.75,Supplier 2,Delhi,29.0,883.0,13.0,$60.05,Pass,0.57,Sea,routeA,295.94
skincare,101500521,,44.0,175.0,$4508.34,Female,29.0,1.0,90.0,1.0,Carrier C,$1.78,Supplier 3,,6.0,,22.0,$23.44,Pending,1.44,,A,
cosmetics,102000521,65.01,37.0,68.0,$5171.5,Non-binary,,21.0,39.0,7.0,Carrier B,$8.2,Supplier 5,Mumbai,26.0,958.0,20.0,$29.5,Pass,2.64,Rail,B route,919.59
cosmetics,8527375,40.86,,169.0,$4902.75,Male,31.0,24.0,16.0,3.0,Carrier A,,Supplier 2,Kolkata,26.0,461.0,20.0,$19.13,Pending,0.41,Road,,945.89
,15989200,39.9,59.0,819.0,,,27.0,26.0,53.0,8.0,Carrier B,$8.74,Supplier 3,Kolkata,1.0,521.0,1.0,$11.72,Pending,2.94,Road,B,894.26
,17198200,88.55,52.0,983.0,$2304.69,Unknown,58.0,8.0,36.0,6.0,Carrier C,$6.99,Supplier 4,Kolkata,4.0,410.0,29.0,$20.9,Fail,3.79,Rail,route_A,376.16
haircare,18041400,94.75,51.0,970.0,,Unknown,95.0,6.0,15.0,8.0,Carrier A,$2.5,Supplier 2,Delhi,26.0,588.0,1.0,$82.74,,0.68,Air,route_B,
haircare,18582800,,54.0,425.0,$3910.57,Non-binary,60.0,19.0,41.0,4.0,Carrier C,,,,5.0,363.0,,$29.41,,2.84,Sea,A,624.06
skincare,0490-059,,99.0,373.0,,,18.0,23.0,78.0,2.0,Carrier A,$8.68,Supplier 4,,9.0,132.0,15.0,$22.26,Pending,0.67,Road,A,854.78
cosmetics,20793820,29.1,57.0,292.0,$1972.88,Male,15.0,14.0,,8.0,Carrier C,$5.68,Supplier 2,Bangalore,4.0,558.0,23.0,$86.94,Fail,0.8,Road,B,123.98
skincare,20793808,94.19,23.0,192.0,$1557.65,,64.0,4.0,65.0,,Carrier C,$8.98,Supplier 2,Kolkata,,677.0,8.0,,Pending,1.93,Air,C,151.66
skincare,20793805,45.41,47.0,587.0,$5279.6,Male,32.0,21.0,50.0,,Carrier B,$9.08,Supplier 2,Kolkata,28.0,498.0,8.0,$20.38,Pending,3.36,Air,B route,691.52
haircare,19303305,74.7,89.0,,$5683.07,Female,17.0,7.0,95.0,5.0,Carrier B,,Supplier 5,Bangalore,6.0,452.0,25.0,$32.45,Pass,,Road,C route,946.53
skincare,18994400,24.35,36.0,800.0,$2821.1,Male,51.0,6.0,69.0,,Carrier A,$2.98,,,28.0,105.0,17.0,$37.37,Pending,3.16,Rail,,
skincare,18576300,87.26,77.0,,$6928.81,Non-binary,18.0,14.0,,1.0,,$5.6,Supplier 4,Kolkata,10.0,135.0,,$75.11,Pending,1.14,,route_C,845.35
cosmetics,18093600,39.34,51.0,,$9174.69,Unknown,48.0,8.0,58.0,4.0,Carrier C,$1.77,Supplier 5,Chennai,17.0,959.0,4.0,$63.84,Fail,4.83,Sea,C,
haircare,18068800,54.16,92.0,498.0,$5752.78,Unknown,50.0,22.0,76.0,5.0,Carrier B,,Supplier 2,Bangalore,11.0,338.0,2.0,$58.79,Pending,2.1,Sea,A,891.11
skincare,20016600,85.82,49.0,229.0,,Female,77.0,4.0,87.0,4.0,Carrier B,$5.97,Supplier 2,Mumbai,5.0,,19.0,$87.28,Pending,2.95,,A route,885.2
skincare,20016400,86.66,74.0,99.0,$1016.24,Unknown,93.0,4.0,87.0,7.0,Carrier A,$6.56,Supplier 4,Mumbai,28.0,853.0,22.0,$14.53,Pass,3.78,Rail,b,860.29
haircare,19404100,56.03,51.0,115.0,$5102.46,Unknown,57.0,5.0,79.0,3.0,Carrier A,$6.86,,Chennai,,146.0,21.0,,Pending,0.76,Sea,C,693.72
cosmetics,19403200,61.12,77.0,186.0,$9435.65,,98.0,9.0,14.0,8.0,Carrier A,$7.17,Supplier 5,,24.0,,16.0,$83.27,Pending,4.62,Rail,routeB,295.09
skincare,19404000,80.43,67.0,823.0,,,65.0,21.0,6.0,1.0,Carrier C,$6.1,Supplier 3,Kolkata,,522.0,7.0,$63.09,,3.22,Air,,822.09
skincare,19403100,29.12,19.0,,$3359.29,Unknown,79.0,,69.0,5.0,Carrier B,$1.83,Supplier 1,Bangalore,27.0,813.0,3.0,$44.13,Fail,4.22,Rail,,
cosmetics,19403800,49.27,54.0,518.0,$3501.83,Female,46.0,3.0,60.0,9.0,Carrier C,$4.94,Supplier 4,Kolkata,19.0,934.0,20.0,$20.05,Pass,2.27,,B,
skincare,19402900,40.59,82.0,336.0,$8356.48,Female,58.0,19.0,4.0,1.0,Carrier A,$3.72,Supplier 4,Mumbai,23.0,166.0,21.0,$88.73,Fail,0.89,Road,routeB,603.15
cosmetics,19403700,30.33,38.0,19.0,,Unknown,70.0,13.0,43.0,2.0,Carrier A,,Supplier 2,Delhi,13.0,350.0,8.0,$40.84,Pass,2.06,Sea,routeC,869.6
cosmetics,19402800,61.41,59.0,489.0,$3030.43,Non-binary,98.0,25.0,71.0,8.0,Carrier B,$3.9,Supplier 1,Kolkata,,113.0,20.0,$72.47,Pass,,Rail,c,668.16
cosmetics,19403600,18.6,20.0,39.0,$1701.15,Female,6.0,3.0,66.0,1.0,Carrier C,$6.26,Supplier 1,Kolkata,3.0,909.0,11.0,$81.87,Fail,0.92,Rail,B route,880.14
skincare,19402700,34.72,13.0,296.0,$1101.21,Unknown,78.0,26.0,47.0,3.0,Carrier C,$1.83,Supplier 2,Chennai,28.0,,13.0,$92.53,,4.6,Sea,routeA,836.93
skincare,19403500,79.78,2.0,804.0,$5488.98,Unknown,2.0,29.0,,7.0,Carrier A,$9.94,Supplier 4,Bangalore,18.0,717.0,4.0,$66.63,Pending,3.35,Air,B route,841.16
cosmetics,19402600,81.91,12.0,649.0,,Male,70.0,14.0,,2.0,Carrier A,$5.46,,Mumbai,29.0,894.0,13.0,$89.25,Pending,4.08,Rail,A,424.72
cosmetics,21536500,65.54,55.0,552.0,$9081.44,Male,25.0,6.0,9.0,3.0,Carrier A,$7.68,Supplier 3,Delhi,23.0,622.0,7.0,$70.86,Pass,4.41,Rail,routeC,273.25
cosmetics,19398600,89.11,71.0,279.0,$4625.11,Male,14.0,2.0,29.0,1.0,Carrier C,$4.75,Supplier 2,Delhi,10.0,227.0,12.0,$73.74,Pass,4.44,Sea,c,803.89
skincare,21432900,5.52,50.0,805.0,$3709.5,Female,44.0,19.0,88.0,8.0,Carrier A,$6.54,Supplier 5,Mumbai,,939.0,29.0,$83.15,Pending,1.11,Road,A route,466.53
skincare,21432800,20.99,2.0,814.0,$2597.05,Unknown,43.0,23.0,35.0,7.0,Carrier B,$8.96,,Mumbai,1.0,670.0,10.0,$20.53,Fail,,Rail,,534.12
cosmetics,21432700,90.83,85.0,367.0,$3052.46,Male,49.0,26.0,18.0,5.0,Carrier C,$9.04,Supplier 5,Bangalore,6.0,276.0,19.0,$79.28,Pending,,Sea,B,585.39
cosmetics,21432200,59.58,38.0,920.0,$1945.33,Non-binary,85.0,12.0,11.0,4.0,,$9.1,Supplier 3,Mumbai,10.0,650.0,26.0,$65.91,Pending,,Sea,B route,247.64
haircare,21432100,91.28,64.0,285.0,$8413.68,Unknown,18.0,7.0,95.0,5.0,Carrier B,$5.58,Supplier 5,Mumbai,15.0,907.0,9.0,$58.38,Fail,1.45,Rail,route_B,613.97
haircare,21432000,32.32,9.0,184.0,$8891.43,Non-binary,39.0,16.0,62.0,4.0,Carrier C,$6.04,,Chennai,28.0,,10.0,$17.68,Pass,3.96,Road,B route,575.92
cosmetics,21432600,18.27,91.0,852.0,$8294.27,Non-binary,34.0,26.0,49.0,,Carrier A,$2.24,Supplier 2,,6.0,875.0,,$57.25,Fail,1.56,Sea,route_A,460.92
skincare,21432500,38.43,75.0,812.0,,Non-binary,77.0,,49.0,2.0,Carrier C,$5.23,Supplier 2,Mumbai,25.0,739.0,4.0,$33.54,Fail,2.88,Road,a,394.92
cosmetics,21432400,57.47,,713.0,$5633.68,Non-binary,78.0,10.0,,9.0,Carrier A,$9.91,Supplier 2,Mumbai,6.0,246.0,18.0,,Pass,3.79,Rail,c,
,21432300,60.37,27.0,81.0,$2195.77,Male,58.0,5.0,7.0,8.0,Carrier A,,Supplier 2,Chennai,17.0,395.0,2.0,$83.46,,0.58,Sea,routeB,625.38
,21644200,40.8,91.0,505.0,$6981.64,Non-binary,86.0,17.0,31.0,6.0,Carrier C,$3.67,Supplier 5,Bangalore,20.0,154.0,7.0,$44.33,Pending,0.62,Road,b,341.38
skincare,21644100,99.47,5.0,446.0,$9816.38,,69.0,12.0,,7.0,Carrier B,$5.13,Supplier 4,Delhi,15.0,311.0,,$62.74,Pass,0.21,Sea,C route,403.14
cosmetics,21644000,2.56,81.0,,$2791.57,Non-binary,91.0,10.0,53.0,7.0,Carrier C,$5.96,Supplier 1,Bangalore,26.0,,11.0,$39.03,Fail,1.9,Sea,route_A,226.41
cosmetics,21643900,87.69,24.0,734.0,$6996.73,Non-binary,24.0,,14.0,3.0,Carrier C,$3.93,Supplier 1,Delhi,15.0,270.0,18.0,$50.42,Pending,4.95,,C,813.69
skincare,21643800,41.6,2.0,469.0,$8309.54,Unknown,,,26.0,3.0,Carrier B,$6.47,Supplier 4,,26.0,660.0,14.0,$45.71,Fail,4.83,Sea,B,471.99
cosmetics,21643700,86.34,39.0,774.0,$9673.35,Female,97.0,22.0,23.0,5.0,Carrier A,$5.66,,Mumbai,,277.0,1.0,$97.35,Fail,4.72,Rail,,365.0
haircare,21643200,15.19,,906.0,$6441.54,Unknown,77.0,13.0,22.0,3.0,Carrier C,$5.05,Supplier 3,Delhi,22.0,652.0,,$20.17,Fail,4.38,Rail,A,459.96
haircare,21643100,34.06,83.0,141.0,$6402.81,Male,55.0,4.0,84.0,4.0,Carrier C,$5.25,Supplier 1,Chennai,8.0,890.0,17.0,$93.84,Fail,1.54,Road,C route,181.74
haircare,21643000,98.22,85.0,,$7016.3,Female,37.0,9.0,26.0,4.0,Carrier C,$3.1,Supplier 2,Kolkata,13.0,474.0,9.0,$65.26,Pass,3.81,Air,A route,351.35
haircare,21642900,60.79,51.0,653.0,$3927.35,,57.0,9.0,58.0,5.0,Carrier A,$6.54,,Kolkata,8.0,545.0,15.0,$51.64,Pass,4.45,Sea,route_C,208.5
skincare,21642800,62.46,7.0,957.0,$5350.61,Male,64.0,13.0,3.0,9.0,Carrier C,,,Kolkata,6.0,489.0,26.0,$78.08,Pending,2.24,Road,routeB,842.97
haircare,21642700,89.13,14.0,37.0,$2354.35,Female,37.0,25.0,62.0,1.0,Carrier B,,Supplier 4,Bangalore,10.0,223.0,1.0,$55.22,Pending,4.46,Rail,C route,542.59
haircare,19703205,12.32,77.0,717.0,$2757.32,Female,85.0,13.0,79.0,9.0,Carrier C,$2.79,Supplier 1,Mumbai,11.0,296.0,,$46.26,Pending,3.07,Air,b,571.25
haircare,19703302,86.19,6.0,372.0,$3711.67,Female,38.0,14.0,10.0,,Carrier A,$7.01,Supplier 2,Bangalore,1.0,749.0,8.0,$33.53,Pass,3.49,Rail,,959.67
skincare,19703705,88.81,59.0,501.0,$3765.61,Unknown,45.0,17.0,35.0,8.0,Carrier A,$8.55,Supplier 5,Mumbai,8.0,,26.0,$50.9,Pending,3.19,Rail,b,999.03
cosmetics,19703802,58.75,30.0,459.0,$8342.88,Unknown,80.0,10.0,13.0,8.0,Carrier B,$1.32,Supplier 2,Kolkata,13.0,445.0,22.0,$90.76,Pending,3.7,Rail,routeC,482.41
skincare,19705002,92.33,,524.0,$1361.9,,1.0,19.0,53.0,5.0,Carrier B,$4.5,Supplier 3,Chennai,9.0,445.0,27.0,$17.79,Pass,4.18,Sea,route_C,191.7
skincare,19705205,,88.0,311.0,$4974.69,Unknown,36.0,27.0,8.0,3.0,Carrier B,$9.41,Supplier 1,Delhi,,868.0,10.0,$68.98,Fail,4.64,Road,A,894.9
skincare,19705505,19.98,75.0,124.0,$5778.41,Male,28.0,19.0,5.0,,Carrier B,$9.3,Supplier 4,Bangalore,6.0,448.0,19.0,$80.83,Pass,2.75,Road,,223.32
haircare,21224205,95.48,91.0,684.0,,Non-binary,9.0,3.0,72.0,1.0,Carrier B,$6.54,Supplier 2,Bangalore,9.0,435.0,19.0,$58.83,Pending,1.52,,b,579.13
skincare,21226305,79.92,96.0,,$1360.16,Unknown,80.0,26.0,22.0,6.0,Carrier A,$1.91,Supplier 3,Bangalore,2.0,965.0,17.0,$89.21,Fail,,Sea,A route,567.89
haircare,21226405,85.91,,636.0,$7182.4,Male,36.0,,34.0,4.0,Carrier B,$2.78,Supplier 2,Bangalore,1.0,677.0,29.0,$88.84,Fail,4.45,Road,A,980.32
cosmetics,21264205,13.33,32.0,973.0,,Unknown,52.0,29.0,5.0,1.0,Carrier B,$5.93,,Delhi,17.0,764.0,13.0,$20.1,Fail,3.16,Air,,869.93
cosmetics,21264305,10.41,12.0,210.0,$5518.76,Non-binary,96.0,20.0,25.0,2.0,Carrier B,$2.83,Supplier 5,Delhi,5.0,869.0,25.0,$24.46,Pending,2.37,Rail,route_C,770.79
haircare,21264405,67.77,39.0,827.0,$5362.37,Non-binary,14.0,4.0,95.0,6.0,Carrier C,$2.81,Supplier 5,Bangalore,29.0,666.0,13.0,,Fail,2.07,Air,routeB,538.63
haircare,21304273,61.24,21.0,583.0,,,86.0,1.0,,4.0,Carrier A,$3.21,Supplier 2,Mumbai,24.0,307.0,13.0,$48.86,Pass,3.77,,route_A,525.97
cosmetics,21304275,39.19,25.0,525.0,$8450.5,Non-binary,,20.0,48.0,1.0,Carrier C,$4.02,Supplier 3,Kolkata,12.0,526.0,20.0,$77.3,Fail,1.91,Sea,routeC,313.79
skincare,21304276,16.76,87.0,121.0,$8743.88,Male,9.0,29.0,,8.0,Carrier B,$3.06,Supplier 2,Kolkata,10.0,398.0,4.0,$63.45,Pass,,Sea,A,395.05
skincare,21580705,49.89,94.0,871.0,$7976.37,Non-binary,97.0,10.0,10.0,,Carrier A,$1.32,Supplier 4,Bangalore,1.0,611.0,10.0,$76.66,Fail,1.58,Air,routeA,111.08
skincare,21581202,18.72,18.0,868.0,$7260.48,Unknown,13.0,1.0,6.0,6.0,,$8.49,,Delhi,4.0,312.0,7.0,$10.82,,3.68,Air,A route,703.85
skincare,21581205,13.13,55.0,520.0,$1981.49,Male,33.0,26.0,83.0,3.0,Carrier C,$2.77,Supplier 4,Chennai,4.0,,7.0,,Pending,1.97,Road,routeA,432.23
skincare,21581209,87.2,90.0,958.0,$1870.93,Female,64.0,11.0,,5.0,Carrier C,,Supplier 5,Delhi,24.0,542.0,3.0,$87.52,Fail,4.67,Road,b,811.37
cosmetics,21582105,52.43,84.0,138.0,$6853.19,Male,25.0,12.0,68.0,1.0,Carrier C,$1.13,Supplier 1,,9.0,191.0,5.0,$95.74,Fail,2.57,Air,a,623.71
cosmetics,21582505,32.59,41.0,520.0,$6321.67,Male,70.0,22.0,29.0,1.0,Carrier C,$9.36,Supplier 5,Bangalore,22.0,221.0,4.0,$23.23,Pass,4.76,Air,B,600.21
skincare,21569600,72.22,99.0,377.0,$7418.25,Non-binary,,15.0,30.0,7.0,Carrier C,$6.69,Supplier 5,Mumbai,18.0,877.0,19.0,$36.29,Fail,0.69,Road,A route,481.19
cosmetics,19080900,96.47,47.0,806.0,$6868.64,Female,37.0,14.0,27.0,6.0,Carrier A,$8.57,Supplier 2,Bangalore,,342.0,17.0,$29.25,Pass,4.39,Rail,routeC,656.91
haircare,21340900,2.59,13.0,817.0,$8199.95,Female,71.0,14.0,31.0,6.0,Carrier C,$4.17,Supplier 5,Chennai,2.0,425.0,23.0,$46.82,Fail,4.26,Sea,a,821.08
skincare,21655804,25.64,42.0,521.0,$6206.23,Non-binary,57.0,26.0,58.0,9.0,Carrier C,$9.61,Supplier 5,Kolkata,10.0,312.0,28.0,$17.12,Pass,1.88,Air,C route,257.77
haircare,21587500,33.8,3.0,217.0,$9904.25,Female,22.0,,11.0,1.0,Carrier A,$8.88,Supplier 3,Mumbai,24.0,,3.0,$55.23,Pending,3.34,Sea,route_B,283.97
skincare,8508742,19.46,33.0,673.0,$1790.87,Unknown,69.0,10.0,35.0,7.0,,$1.65,Supplier 5,Mumbai,15.0,382.0,23.0,$92.39,Fail,4.37,Air,A,389.16
skincare,102000010,,44.0,953.0,$7412.29,Non-binary,61.0,8.0,45.0,2.0,Carrier C,,Supplier 5,Bangalore,6.0,383.0,5.0,,Pending,1.81,Rail,routeA,
cosmetics,102000002,87.01,2.0,447.0,$2024.96,Non-binary,93.0,15.0,98.0,5.0,Carrier B,$3.48,Supplier 5,Bangalore,7.0,837.0,,$30.16,Pass,4.69,Air,routeB,670.04
skincare,102000003,43.96,22.0,177.0,$7946.78,Male,65.0,24.0,35.0,8.0,Carrier A,$1.53,Supplier 1,Kolkata,4.0,125.0,19.0,,Fail,3.36,Rail,C,902.91
cosmetics,102000201,35.9,68.0,780.0,$4475.89,Unknown,5.0,13.0,39.0,3.0,Carrier C,$2.27,Supplier 1,,7.0,173.0,14.0,$70.26,Pass,0.81,Air,A route,363.3
haircare,101400040,39.72,40.0,914.0,$9752.41,Non-binary,83.0,19.0,74.0,3.0,Carrier A,$8.95,,Bangalore,21.0,614.0,28.0,,Pending,4.85,Air,B route,158.05
cosmetics,101500040,18.8,93.0,342.0,$8068.71,Unknown,67.0,11.0,94.0,6.0,Carrier A,$1.6,Supplier 1,Bangalore,,903.0,25.0,$80.7,Pass,3.43,Rail,b,496.83
skincare,102000040,37.09,94.0,951.0,$7969.55,Male,72.0,21.0,,6.0,Carrier A,$1.03,Supplier 5,Chennai,29.0,675.0,4.0,$81.45,Pending,0.78,Sea,C,650.76
skincare,101500010,21.35,14.0,743.0,$6521.31,Non-binary,7.0,1.0,96.0,2.0,Carrier B,,Supplier 1,Chennai,7.0,954.0,10.0,$74.24,Fail,,Road,routeC,273.47
haircare,102000204,31.62,66.0,816.0,$8726.79,Non-binary,23.0,27.0,,3.0,Carrier A,$4.95,Supplier 4,Kolkata,6.0,410.0,14.0,$48.5,Fail,4.07,Sea,route_C,741.64
skincare,102000005,72.86,16.0,486.0,$4416.14,Unknown,24.0,5.0,47.0,,Carrier A,$4.9,,Delhi,6.0,514.0,16.0,,Pending,3.94,Air,routeA,650.99
haircare,102000001,90.01,76.0,712.0,$8241.98,Non-binary,96.0,3.0,62.0,8.0,Carrier C,$4.84,Supplier 4,Chennai,13.0,104.0,15.0,$91.3,Pass,3.93,Rail,b,978.95
cosmetics,101500004,27.09,57.0,376.0,$6105.9,Non-binary,62.0,19.0,,2.0,Carrier A,$5.74,Supplier 4,Bangalore,7.0,747.0,10.0,$31.95,Pass,,Sea,B,377.37
haircare,102000004,82.43,39.0,,$9489.99,,65.0,29.0,88.0,7.0,Carrier A,$4.85,Supplier 3,Mumbai,21.0,340.0,14.0,$90.6,,0.89,Air,a,229.08
skincare,C624104-0000/43,10.23,38.0,841.0,$8950.47,Non-binary,,16.0,70.0,3.0,Carrier B,$2.67,Supplier 2,Delhi,4.0,943.0,19.0,$32.85,Pass,2.8,Air,route_B,841.6
skincare,C624104-0000/20,,31.0,900.0,$3372.78,Female,46.0,26.0,26.0,4.0,Carrier B,$1.57,Supplier 4,,25.0,824.0,13.0,$49.63,Fail,4.37,Sea,routeC,875.03
cosmetics,C624104-0000/35,92.58,96.0,404.0,$1895.97,Non-binary,33.0,10.0,32.0,2.0,Carrier C,$4.79,Supplier 4,Chennai,2.0,542.0,14.0,$34.46,Pass,2.77,Sea,routeC,260.31
haircare,C624149-0000/43,90.8,33.0,,$7844.73,Non-binary,94.0,3.0,77.0,1.0,Carrier C,$4.52,Supplier 2,Mumbai,,653.0,23.0,$92.6,Pending,0.54,Air,c,338.9
haircare,C624149-0000/20,82.5,,,$4715.45,Non-binary,80.0,21.0,47.0,5.0,Carrier B,$1.33,Supplier 1,Chennai,,522.0,8.0,,Pass,3.39,Rail,A,702.09
haircare,C624149-0000/35,81.93,12.0,639.0,$3314.79,Male,5.0,17.0,21.0,4.0,Carrier C,$1.7,Supplier 4,Delhi,17.0,396.0,5.0,$66.86,Pending,4.97,Air,C,191.4
skincare,C624159-0000/43,63.96,82.0,240.0,$3670.89,Non-binary,25.0,10.0,45.0,3.0,Carrier A,$2.46,,Delhi,5.0,335.0,28.0,$47.54,Pass,2.29,Sea,A,706.99
haircare,C624159-0000/20,99.62,35.0,74.0,$3265.95,Unknown,,10.0,60.0,5.0,Carrier C,$1.79,Supplier 4,Chennai,18.0,676.0,24.0,$32.13,Pending,2.25,Sea,B,175.32
skincare,C624159-0000/35,22.94,9.0,76.0,$6567.0,Female,44.0,3.0,39.0,9.0,Carrier A,,Supplier 3,,17.0,882.0,19.0,$35.3,Pending,2.42,Rail,C,744.93
haircare,C616774-033R/00,68.17,26.0,,$5195.91,Non-binary,26.0,23.0,60.0,1.0,Carrier B,$3.6,Supplier 5,Mumbai,29.0,735.0,11.0,$61.12,Pending,2.53,Road,,511.31
skincare,C616774-033Y/00,46.38,12.0,796.0,$1270.15,Non-binary,38.0,4.0,3.0,7.0,Carrier B,$6.43,Supplier 3,Kolkata,24.0,863.0,19.0,$91.91,Pass,3.03,Road,c,829.66
cosmetics,C616774-312K/00,71.69,75.0,,$8940.9,Unknown,48.0,3.0,94.0,6.0,Carrier C,$9.02,Supplier 4,Delhi,17.0,628.0,10.0,$40.68,Pending,0.66,Road,route_C,850.64
cosmetics,C616774-312R/00,42.69,69.0,,$2267.8,Male,52.0,25.0,60.0,8.0,Carrier A,$7.49,Supplier 2,Chennai,29.0,656.0,20.0,$37.66,Fail,3.81,Air,C route,920.8
cosmetics,121000070,52.61,,546.0,$1214.85,Female,64.0,28.0,62.0,,Carrier B,$1.45,Supplier 3,Bangalore,14.0,506.0,12.0,$36.9,Fail,4.09,Rail,A,898.05
haircare,121000071,94.12,97.0,233.0,,Unknown,45.0,2.0,29.0,3.0,Carrier B,$1.91,Supplier 3,Mumbai,9.0,370.0,1.0,$33.34,,2.51,Rail,route_C,543.01
skincare,121000072,45.37,77.0,476.0,$7378.68,Unknown,55.0,12.0,39.0,1.0,Carrier B,$2.28,Supplier 1,Kolkata,19.0,,,$53.98,Pending,1.04,Sea,route_A,907.53
haircare,121000030,34.69,73.0,43.0,$3115.31,Female,48.0,15.0,1.0,8.0,Carrier C,$3.9,Supplier 1,Chennai,,793.0,19.0,$11.69,Fail,3.05,Air,,
haircare,121000040,,42.0,908.0,$7564.0,Unknown,12.0,17.0,93.0,5.0,Carrier C,$8.35,Supplier 5,Chennai,,699.0,16.0,$84.81,Pass,,Rail,routeA,
cosmetics,121000041,76.75,36.0,319.0,$7101.84,Male,95.0,28.0,25.0,4.0,Carrier B,$3.42,Supplier 3,Delhi,1.0,842.0,7.0,$80.38,Pending,3.46,Road,C route,654.4
haircare,121000042,54.22,73.0,205.0,$2607.26,Female,17.0,23.0,,8.0,Carrier A,$7.31,Supplier 2,Chennai,2.0,578.0,13.0,$61.69,Pending,0.91,Rail,A route,
cosmetics,121000115,83.91,59.0,382.0,$1576.37,Female,82.0,1.0,20.0,3.0,Carrier C,$9.56,Supplier 1,Kolkata,1.0,823.0,14.0,$77.26,Pending,0.8,,B,935.27
skincare,121000116,65.64,26.0,736.0,$6024.54,Non-binary,96.0,28.0,72.0,3.0,Carrier A,$6.99,Supplier 3,Bangalore,7.0,976.0,1.0,$44.94,,1.54,Road,route_B,512.85
haircare,121000117,87.79,48.0,862.0,$1868.47,Non-binary,,26.0,2.0,8.0,Carrier B,$1.31,Supplier 3,Chennai,9.0,522.0,27.0,$68.23,Pending,0.38,Rail,routeB,
cosmetics,121000121,8.89,,,$1430.85,Unknown,70.0,19.0,,1.0,Carrier A,$2.33,Supplier 3,Mumbai,2.0,923.0,24.0,$22.51,Pending,3.0,Sea,C route,867.18
cosmetics,060700040,44.85,63.0,747.0,$1571.33,Male,92.0,15.0,68.0,9.0,Carrier A,$1.34,Supplier 2,Delhi,9.0,,26.0,$47.55,,4.19,Road,C,856.47
