Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,HX010463,61.43,45.0,375.0,$3549.74,Non-binary,92.0,11.0,42.0,7.0,Carrier C,$1.28,Supplier 3,Kolkata,28.0,443.0,11.0,$83.08,,1.33,Air,B route,262.81
cosmetics,HX0103916,94.98,20.0,162.0,$8080.93,Unknown,70.0,3.0,29.0,6.0,,,Supplier 3,Bangalore,20.0,282.0,2.0,$24.03,Pass,1.04,Sea,B route,515.8
skincare,HX010505,40.27,17.0,746.0,$4577.03,Female,67.0,25.0,79.0,6.0,Carrier C,$2.25,Supplier 4,,25.0,602.0,7.0,$81.1,Pending,4.72,Road,B route,131.56
,HX0101024,95.45,71.0,380.0,$5622.5,Non-binary,58.0,23.0,93.0,9.0,Carrier A,$2.15,Supplier 4,Bangalore,24.0,943.0,20.0,$15.78,Fail,0.1,Rail,c,812.55
skincare,HX004,14.37,4.0,656.0,$3280.21,Non-binary,99.0,2.0,4.0,2.0,Carrier B,$2.58,Supplier 4,Chennai,28.0,109.0,21.0,$27.46,Fail,4.83,Rail,route_B,895.38
haircare,HX0101026,48.89,93.0,358.0,$9888.94,Male,82.0,9.0,,,Carrier B,$9.64,,Delhi,4.0,593.0,21.0,$69.05,Fail,0.75,Air,B,717.44
haircare,RK-LEDSC-399MX,27.72,14.0,188.0,$3623.46,Non-binary,75.0,14.0,57.0,5.0,,$7.24,Supplier 2,Kolkata,20.0,333.0,21.0,$86.94,Fail,,Road,A,
skincare,RK-CONT-LED120,54.44,3.0,322.0,$7936.68,Unknown,84.0,4.0,49.0,1.0,Carrier C,$8.21,Supplier 3,Kolkata,18.0,397.0,18.0,$32.74,Pass,1.38,Rail,b,210.84
cosmetics,2VST0095CB,17.04,88.0,450.0,$4847.46,Non-binary,64.0,29.0,44.0,8.0,Carrier C,$4.58,Supplier 1,Chennai,25.0,343.0,21.0,$39.45,Pending,1.75,Sea,route_C,443.93
haircare,2VST0090CB,84.31,,474.0,$2855.96,Female,69.0,9.0,80.0,8.0,Carrier C,$4.03,Supplier 2,Mumbai,3.0,608.0,19.0,$58.34,Fail,1.08,Road,routeB,850.0
haircare,2VST0070CB,84.79,58.0,13.0,$8197.47,Non-binary,83.0,13.0,75.0,6.0,Carrier A,$3.11,Supplier 4,Mumbai,4.0,450.0,4.0,$29.04,Pass,2.93,Sea,C,413.05
haircare,2VST0040CB,95.57,55.0,184.0,$4002.46,Male,86.0,18.0,14.0,5.0,Carrier B,$5.33,Supplier 5,Kolkata,,366.0,13.0,$83.0,,1.74,Rail,A,130.83
skincare,2VST0020CB,16.31,4.0,,$8786.74,Female,59.0,15.0,3.0,8.0,Carrier A,,Supplier 2,Chennai,7.0,729.0,18.0,$79.63,Pass,3.29,Road,a,346.85
skincare,2VST0005CB,62.71,24.0,927.0,$9237.31,Female,60.0,28.0,62.0,,Carrier C,$6.69,Supplier 4,,26.0,755.0,20.0,$23.08,Pass,,Air,route_B,990.95
cosmetics,2VST0000CB,47.95,34.0,508.0,$8738.41,Male,83.0,10.0,64.0,3.0,Carrier A,$3.31,,Bangalore,8.0,992.0,29.0,$51.74,Pass,0.32,Rail,route_A,709.0
cosmetics,2VST0055CB,35.09,30.0,290.0,$1315.07,,62.0,16.0,45.0,2.0,Carrier B,$9.54,Supplier 2,Kolkata,,300.0,25.0,$79.73,Fail,0.5,Sea,route_B,910.77
,2VST0059CB,35.8,82.0,295.0,$8086.36,Female,16.0,12.0,82.0,5.0,Carrier A,$2.53,Supplier 3,Bangalore,16.0,338.0,24.0,$40.36,,,Road,A route,797.38
skincare,2VST0022CB,41.87,19.0,451.0,$4702.06,Unknown,88.0,20.0,58.0,3.0,Carrier C,$9.69,Supplier 1,Chennai,20.0,433.0,13.0,$66.98,Pending,4.07,Sea,C,585.73
skincare,2VST0099CB,70.79,31.0,904.0,$8863.51,Female,68.0,5.0,20.0,3.0,Carrier B,$1.13,,Bangalore,,514.0,27.0,$14.52,,4.44,Sea,a,233.82
,2VST0012CB,60.23,60.0,215.0,$6741.59,Female,15.0,2.0,58.0,6.0,Carrier A,$5.33,Supplier 4,Mumbai,7.0,,28.0,$64.78,Pass,1.22,Air,route_B,
cosmetics,2VST0015CB,46.51,60.0,974.0,$8502.79,Unknown,89.0,10.0,89.0,8.0,Carrier A,$4.0,Supplier 2,Mumbai,26.0,,19.0,$23.74,Pending,2.87,Air,B,625.37
skincare,2VST0017CB,8.52,19.0,632.0,$5494.89,Female,55.0,1.0,57.0,2.0,Carrier B,,Supplier 5,Delhi,17.0,345.0,17.0,$84.75,,3.84,Rail,b,883.57
cosmetics,X2003322,8.7,49.0,894.0,$5815.23,Unknown,,7.0,77.0,4.0,Carrier B,$6.14,Supplier 2,Kolkata,,957.0,1.0,$41.99,Pass,1.44,Air,C,341.81
haircare,X2003320,1.23,63.0,567.0,$2299.49,Male,55.0,26.0,68.0,7.0,Carrier C,$4.92,Supplier 1,Chennai,22.0,107.0,6.0,$35.34,Fail,2.05,Air,A,209.1
skincare,X2003325,96.8,83.0,27.0,$8055.89,Unknown,14.0,17.0,78.0,1.0,Carrier B,$4.73,Supplier 5,Kolkata,22.0,251.0,19.0,$85.68,Pass,2.62,Rail,B,602.95
cosmetics,X2003324,1.52,22.0,630.0,$4774.51,Male,49.0,16.0,97.0,1.0,Carrier C,$7.59,Supplier 4,Bangalore,12.0,491.0,20.0,$14.51,Fail,,,C route,258.85
skincare,060200011,11.21,,733.0,$5500.72,Female,83.0,27.0,92.0,,Carrier A,$7.17,Supplier 2,Chennai,18.0,310.0,1.0,$45.69,Pass,0.13,Rail,c,649.33
haircare,060200006,32.15,76.0,231.0,$8065.88,Unknown,7.0,27.0,52.0,7.0,,$8.5,Supplier 1,Chennai,,,8.0,$43.3,Pending,0.76,Rail,C,337.17
skincare,060200012,,30.0,565.0,$6389.61,Female,30.0,24.0,37.0,1.0,Carrier A,$3.25,Supplier 5,Mumbai,,769.0,17.0,$35.63,,3.13,Sea,a,307.87
skincare,060100012,96.25,58.0,807.0,$2809.89,,83.0,3.0,8.0,1.0,Carrier B,$6.49,Supplier 2,Bangalore,15.0,669.0,21.0,$92.06,Fail,0.37,,route_A,459.26
skincare,060100018,79.21,31.0,321.0,$6312.09,,49.0,14.0,44.0,4.0,,$6.27,Supplier 2,Mumbai,15.0,185.0,22.0,$77.58,Pass,0.95,Rail,route_A,633.87
skincare,060100017,69.37,64.0,913.0,$4668.7,Male,89.0,10.0,98.0,5.0,Carrier B,$4.33,Supplier 4,Mumbai,5.0,154.0,15.0,$15.75,Fail,1.69,Rail,route_C,590.79
haircare,060100023,52.61,19.0,233.0,$5225.73,Unknown,16.0,22.0,5.0,5.0,Carrier A,$5.37,Supplier 1,,16.0,812.0,18.0,$74.32,Fail,0.39,Road,route_A,320.26
skincare,060100022,9.58,48.0,670.0,$1254.8,,51.0,7.0,69.0,4.0,Carrier A,$3.82,Supplier 3,Mumbai,5.0,733.0,7.0,,Pending,0.96,Road,routeB,902.01
skincare,060300001,95.86,45.0,,$2890.26,Female,72.0,26.0,,8.0,Carrier A,$2.28,Supplier 2,Kolkata,2.0,545.0,16.0,$91.08,Fail,4.56,Road,,198.89
cosmetics,060300002,76.08,94.0,781.0,$3529.34,,82.0,17.0,45.0,7.0,Carrier A,$2.92,Supplier 5,Chennai,20.0,719.0,7.0,$38.17,Pending,,Air,a,135.52
skincare,060300003,64.26,55.0,533.0,$7416.64,Non-binary,92.0,6.0,9.0,9.0,Carrier C,$1.95,Supplier 4,Mumbai,28.0,403.0,17.0,$61.67,,3.27,Sea,C route,642.44
cosmetics,060300004,,,403.0,$1103.43,Male,80.0,23.0,32.0,7.0,Carrier A,$7.15,Supplier 4,Kolkata,,,4.0,$55.07,Pass,,Sea,C,211.07
haircare,060300005,72.69,97.0,,$4679.0,Female,83.0,22.0,33.0,1.0,Carrier C,$6.95,,Bangalore,9.0,520.0,12.0,$54.06,Pending,3.36,Road,A route,554.4
haircare,060300006,64.09,,787.0,$9316.24,,42.0,4.0,67.0,7.0,Carrier B,$9.56,Supplier 2,Chennai,22.0,484.0,13.0,$51.05,Fail,2.94,Road,route_C,956.6
haircare,060300008,98.08,63.0,313.0,,Male,17.0,17.0,30.0,1.0,Carrier B,$7.57,,Bangalore,27.0,297.0,4.0,$28.51,Fail,1.12,Sea,A route,728.72
haircare,060300021,90.43,92.0,281.0,$5647.82,Female,63.0,27.0,76.0,7.0,Carrier C,$1.47,Supplier 3,Kolkata,,146.0,,$78.01,Pending,4.24,Air,A,655.71
cosmetics,060300023,65.02,47.0,726.0,$8078.7,Male,45.0,9.0,29.0,8.0,Carrier B,$8.96,Supplier 2,Bangalore,4.0,839.0,1.0,$50.62,Pass,2.46,Road,A,617.32
skincare,060300024,69.62,75.0,31.0,$9482.78,Unknown,77.0,4.0,3.0,9.0,Carrier B,$8.76,Supplier 1,Bangalore,15.0,856.0,1.0,$96.27,Pending,4.11,Rail,C,261.59
haircare,060400016,6.11,57.0,337.0,$7720.99,Female,7.0,7.0,90.0,3.0,Carrier A,$4.99,,Bangalore,11.0,,7.0,$33.47,Pending,2.03,Road,routeC,489.38
skincare,060400017,67.32,45.0,183.0,$7485.09,Non-binary,27.0,23.0,57.0,4.0,Carrier A,,Supplier 2,Mumbai,1.0,360.0,9.0,$71.45,Fail,4.92,Sea,route_A,
cosmetics,060400018,5.37,33.0,23.0,$8438.39,Non-binary,10.0,2.0,30.0,4.0,,$9.78,Supplier 3,Mumbai,,789.0,1.0,$94.66,Pass,3.85,Sea,,957.77
cosmetics,060400019,59.24,17.0,544.0,$5015.81,Male,34.0,17.0,9.0,9.0,,$5.79,Supplier 5,Mumbai,,123.0,16.0,$69.71,Pass,4.83,Road,,318.09
cosmetics,060500019,99.94,70.0,446.0,$8252.6,Unknown,36.0,,26.0,7.0,Carrier C,$9.15,Supplier 4,Chennai,1.0,786.0,18.0,$88.41,Pass,2.57,Road,routeB,524.36
haircare,060500020,56.02,4.0,74.0,$1071.68,Female,25.0,8.0,2.0,3.0,Carrier B,$1.75,Supplier 2,Kolkata,8.0,885.0,22.0,$84.47,Pass,2.37,,c,944.27
skincare,060500023,,20.0,,$9321.05,Unknown,6.0,23.0,62.0,5.0,,$2.72,Supplier 5,Mumbai,25.0,439.0,15.0,$42.41,Fail,3.78,Rail,c,810.26
skincare,060500021,31.97,47.0,484.0,$4989.76,Female,24.0,15.0,3.0,7.0,Carrier C,$4.97,Supplier 4,,16.0,511.0,6.0,$64.01,Pass,4.4,Air,b,968.06
skincare,060500024,12.93,91.0,456.0,$5980.42,Male,18.0,15.0,46.0,8.0,Carrier C,$6.26,Supplier 3,Bangalore,26.0,360.0,2.0,$24.06,Pass,4.82,Air,b,647.5
cosmetics,060500025,73.37,15.0,566.0,$3293.94,Female,87.0,8.0,68.0,1.0,Carrier A,,Supplier 1,Bangalore,28.0,385.0,9.0,$58.2,Pass,1.62,,B route,400.41
haircare,060500026,20.07,70.0,564.0,$7682.78,Unknown,6.0,16.0,25.0,2.0,Carrier C,$9.89,Supplier 2,Bangalore,,612.0,4.0,$30.74,Fail,3.99,Air,route_A,843.98
cosmetics,060500027,,47.0,660.0,$1689.72,Unknown,29.0,19.0,51.0,7.0,Carrier A,$4.5,Supplier 1,Delhi,18.0,185.0,13.0,$76.94,Fail,1.05,,route_A,362.31
cosmetics,060500028,42.75,78.0,160.0,$8853.72,Male,25.0,,13.0,2.0,Carrier B,$1.43,Supplier 3,Chennai,22.0,949.0,23.0,$57.53,Pass,2.73,Road,route_B,248.3
skincare,060500029,79.74,75.0,882.0,$8453.05,Unknown,55.0,2.0,44.0,7.0,Carrier B,$8.21,,Kolkata,9.0,529.0,22.0,$47.01,Fail,0.9,,A route,735.66
cosmetics,062400033,74.76,9.0,14.0,$2944.54,Female,81.0,23.0,35.0,9.0,Carrier B,$6.44,Supplier 5,Kolkata,12.0,680.0,11.0,$34.19,,,Road,route_C,675.06
skincare,062400043,6.43,90.0,178.0,$8283.92,Male,46.0,24.0,55.0,2.0,Carrier A,$2.79,Supplier 3,Mumbai,19.0,130.0,13.0,$99.88,Pass,4.66,Road,route_B,891.05
haircare,071100060,46.06,16.0,412.0,$8077.22,Female,,17.0,87.0,7.0,Carrier C,$5.45,,Delhi,25.0,809.0,,$16.45,Fail,0.73,Air,C route,965.73
,120800017,52.72,69.0,878.0,$6689.95,Unknown,75.0,28.0,9.0,4.0,Carrier B,$7.68,Supplier 2,Kolkata,18.0,702.0,19.0,$13.92,Pass,3.16,Road,routeA,871.48
haircare,060100009,64.81,61.0,53.0,$4361.68,Male,26.0,26.0,2.0,2.0,Carrier B,,Supplier 4,Chennai,27.0,539.0,8.0,$29.55,Pass,2.96,Sea,routeB,154.02
skincare,060500030,65.37,10.0,408.0,$3443.49,Female,98.0,16.0,61.0,7.0,Carrier B,$5.5,Supplier 1,Bangalore,5.0,448.0,7.0,$97.4,Fail,0.6,Air,A route,698.06
cosmetics,060100006,,50.0,847.0,$3086.05,Unknown,28.0,25.0,41.0,5.0,Carrier C,$3.75,Supplier 1,Mumbai,27.0,,25.0,$98.13,Pending,1.63,Sea,routeC,806.26
cosmetics,060100008,56.51,3.0,22.0,$3867.48,Unknown,3.0,15.0,44.0,1.0,Carrier C,$9.76,Supplier 5,Chennai,2.0,511.0,16.0,$68.94,Pass,2.81,Air,A,983.74
haircare,101300001,48.63,77.0,30.0,,Non-binary,75.0,,64.0,5.0,Carrier A,$6.97,Supplier 5,Kolkata,7.0,627.0,3.0,$89.21,Pending,0.94,Road,C route,437.2
,101300201,88.61,94.0,703.0,$1698.77,Unknown,38.0,15.0,31.0,3.0,Carrier B,$4.67,Supplier 2,Delhi,27.0,409.0,17.0,$29.26,Fail,4.0,Air,routeA,252.89
haircare,101600001,53.5,70.0,260.0,$8459.84,Female,61.0,27.0,47.0,7.0,Carrier C,$3.52,Supplier 3,Mumbai,10.0,495.0,18.0,$97.48,Pass,4.86,Sea,route_C,867.64
skincare,120800001,44.66,81.0,205.0,,,78.0,4.0,2.0,6.0,Carrier A,$7.58,Supplier 1,Kolkata,15.0,887.0,28.0,$22.85,Fail,1.07,Air,a,385.72
skincare,101300004,41.04,51.0,59.0,$5694.39,Non-binary,51.0,16.0,96.0,8.0,Carrier B,$3.18,Supplier 2,Mumbai,25.0,,,$19.1,Fail,0.93,Sea,b,638.38
haircare,101400001,57.67,19.0,471.0,$8150.37,Unknown,90.0,12.0,,5.0,Carrier C,$2.55,Supplier 5,Kolkata,7.0,,15.0,$20.1,Fail,2.27,Rail,B,450.91
cosmetics,101600010,80.59,,776.0,$8959.39,Unknown,48.0,4.0,77.0,2.0,Carrier C,$5.77,Supplier 5,Bangalore,,536.0,28.0,$61.58,Fail,3.74,Road,route_A,462.09
skincare,101600036,54.3,,466.0,$4103.03,Unknown,21.0,3.0,69.0,9.0,Carrier A,$3.61,Supplier 1,Delhi,5.0,803.0,17.0,$80.29,Pass,1.41,Sea,C,759.22
skincare,101300002,66.5,46.0,12.0,$5156.59,Female,54.0,22.0,58.0,8.0,Carrier B,$6.66,Supplier 5,Bangalore,15.0,762.0,11.0,$43.0,Pending,,Rail,a,425.33
skincare,101300003,74.05,26.0,631.0,$4730.64,Non-binary,56.0,17.0,44.0,6.0,Carrier B,$2.06,Supplier 5,Kolkata,20.0,464.0,5.0,$98.01,Pending,2.71,Road,B,723.77
haircare,101300008,52.5,69.0,927.0,$1119.26,Female,94.0,22.0,74.0,7.0,Carrier C,$6.89,Supplier 4,Chennai,28.0,212.0,16.0,$49.1,Pass,4.78,Rail,C route,112.9
haircare,101300010,43.25,93.0,974.0,$3663.49,Non-binary,59.0,18.0,56.0,9.0,Carrier B,$3.55,Supplier 3,Bangalore,20.0,,15.0,$23.54,Pass,1.96,Sea,routeA,392.18
haircare,101300036,87.79,64.0,290.0,$5132.7,Male,72.0,25.0,,7.0,Carrier A,$1.0,Supplier 5,Chennai,15.0,275.0,10.0,$51.94,Pending,2.1,Road,A,387.14
haircare,101400010,42.33,,850.0,$4699.84,Female,51.0,18.0,89.0,3.0,Carrier C,$2.14,,Kolkata,10.0,,14.0,$71.11,Pending,4.84,Rail,C route,773.95
haircare,101400703,46.73,84.0,760.0,$7497.36,Female,20.0,23.0,34.0,6.0,Carrier C,$9.4,Supplier 2,Delhi,24.0,277.0,2.0,$84.9,Pass,3.47,Sea,A,
cosmetics,101600002,99.04,49.0,354.0,$4463.23,Male,96.0,28.0,30.0,7.0,Carrier A,$8.81,Supplier 5,Chennai,26.0,481.0,16.0,$51.29,Fail,3.6,Rail,B route,669.99
cosmetics,101500005,1.02,,639.0,$5404.39,Non-binary,86.0,17.0,71.0,2.0,Carrier C,$3.1,Supplier 2,,,322.0,19.0,$63.42,Pass,2.81,,route_B,719.67
haircare,101500003,19.36,74.0,75.0,$4866.48,Unknown,,12.0,70.0,,Carrier B,$8.01,Supplier 5,Chennai,26.0,,8.0,$34.06,Pending,4.87,Road,C route,692.58
skincare,101600003,39.01,64.0,873.0,$7665.64,Male,71.0,23.0,55.0,4.0,Carrier B,,Supplier 1,Bangalore,14.0,884.0,15.0,$68.13,Fail,3.44,Road,route_A,642.96
haircare,101600005,,5.0,716.0,$8766.75,,9.0,,67.0,6.0,Carrier C,$9.74,,Kolkata,,288.0,10.0,$98.74,Pending,4.48,Sea,route_A,472.26
cosmetics,101600204,7.93,70.0,561.0,$5787.0,Unknown,1.0,,13.0,1.0,Carrier A,$4.36,Supplier 4,Bangalore,26.0,,5.0,$14.41,Fail,3.5,Rail,,435.97
,101600201,1.94,90.0,591.0,$8104.89,Male,,4.0,3.0,9.0,Carrier A,$7.13,Supplier 1,Mumbai,10.0,,20.0,$89.79,Pending,3.68,Rail,route_C,608.13
skincare,101600703,6.22,4.0,441.0,$3671.08,Non-binary,63.0,12.0,26.0,5.0,Carrier B,$1.57,Supplier 3,Kolkata,17.0,701.0,16.0,$60.61,Fail,1.45,Sea,route_C,
cosmetics,101300521,9.77,39.0,991.0,$5872.33,Unknown,72.0,26.0,57.0,7.0,Carrier A,$4.57,Supplier 4,Chennai,21.0,442.0,21.0,$32.69,,1.52,Road,c,888.24
,101300078,,35.0,241.0,$4107.07,Male,56.0,23.0,24.0,9.0,Carrier C,$9.67,Supplier 2,Mumbai,14.0,873.0,26.0,,Pass,3.91,Air,routeB,842.78
,101300005,48.5,,861.0,$4727.81,Female,68.0,22.0,53.0,9.0,Carrier C,$5.85,Supplier 4,Bangalore,2.0,255.0,22.0,$53.5,Fail,1.48,Road,b,411.75
haircare,101300701,58.49,24.0,154.0,$7591.72,Female,35.0,21.0,70.0,1.0,Carrier B,$3.59,Supplier 3,Bangalore,,811.0,12.0,,Fail,2.81,Air,route_C,610.14
haircare,101300703,27.9,57.0,786.0,,Female,3.0,20.0,,1.0,Carrier B,,Supplier 2,Chennai,13.0,154.0,23.0,$26.33,Pass,1.25,Road,,
skincare,101500001,40.43,70.0,96.0,$2093.46,Male,7.0,15.0,60.0,,Carrier B,$7.33,Supplier 2,Mumbai,27.0,865.0,13.0,$32.0,Pass,,Sea,a,344.47
haircare,101600012,10.08,41.0,726.0,$6711.75,Female,27.0,23.0,58.0,6.0,Carrier A,$6.8,Supplier 1,Delhi,9.0,541.0,9.0,$84.96,Fail,0.55,Air,a,768.21
cosmetics,101600031,34.3,54.0,294.0,$6239.29,Unknown,1.0,28.0,49.0,,Carrier C,$4.37,Supplier 5,Chennai,7.0,784.0,17.0,$65.3,Fail,4.15,Sea,C route,174.46
haircare,101600034,52.73,46.0,209.0,$2065.74,Female,91.0,16.0,42.0,1.0,Carrier C,$9.56,,Bangalore,16.0,299.0,20.0,$92.19,Pass,3.01,Air,B route,571.03
skincare,101600080,73.49,60.0,343.0,$2907.05,Female,80.0,5.0,76.0,1.0,Carrier C,,,Kolkata,10.0,502.0,28.0,$30.88,Pending,0.93,Rail,b,895.57
skincare,101600701,1.33,60.0,,$3799.02,Unknown,,21.0,66.0,5.0,Carrier B,$3.73,Supplier 1,Mumbai,24.0,713.0,12.0,$20.9,Pass,2.71,Air,route_A,596.54
skincare,101300204,47.26,57.0,818.0,,Female,44.0,15.0,11.0,4.0,Carrier C,$9.29,Supplier 5,Delhi,22.0,896.0,25.0,$10.55,,1.41,Air,c,654.63
haircare,101300211,30.4,31.0,776.0,,Unknown,87.0,17.0,98.0,1.0,Carrier A,$3.89,Supplier 4,Kolkata,9.0,762.0,5.0,$55.71,Fail,1.62,Air,B route,916.88
skincare,101600211,85.43,84.0,937.0,$3408.41,Female,41.0,,90.0,4.0,,$3.27,Supplier 2,Mumbai,22.0,722.0,24.0,$99.85,Pending,1.76,Rail,B route,743.82
skincare,101300716,71.84,24.0,390.0,$4021.06,Unknown,75.0,5.0,18.0,3.0,Carrier C,$5.81,Supplier 5,Chennai,23.0,877.0,12.0,,,0.32,Sea,b,
haircare,4VFB0030GE,59.32,89.0,325.0,$7744.51,Female,42.0,13.0,85.0,2.0,Carrier B,$8.41,Supplier 4,Chennai,7.0,702.0,,$37.76,Fail,4.93,Rail,routeB,627.75
cosmetics,1VRC0210GE,28.45,36.0,,$6147.21,Unknown,33.0,19.0,52.0,9.0,Carrier C,$1.93,Supplier 3,Mumbai,,276.0,,$88.92,Pass,0.16,Air,a,669.69
haircare,1VRD0100GE,91.12,85.0,889.0,$9876.22,Male,50.0,13.0,46.0,1.0,,$9.49,Supplier 1,Delhi,9.0,548.0,28.0,$80.36,Fail,3.31,Road,B route,823.33
skincare,1VRD0160GE,5.46,30.0,832.0,$4732.62,Unknown,63.0,18.0,44.0,7.0,Carrier A,$8.16,Supplier 3,Mumbai,27.0,842.0,16.0,$11.39,,1.86,Rail,routeB,981.31
skincare,1VRD0220GE,11.84,24.0,157.0,$7784.79,Female,37.0,14.0,22.0,4.0,Carrier A,$2.63,Supplier 4,Kolkata,,640.0,12.0,$83.52,Pass,3.23,Road,route_C,815.79
haircare,1VRH0030GE,39.77,30.0,668.0,$8843.22,Female,59.0,4.0,53.0,5.0,Carrier C,$7.41,Supplier 3,,29.0,400.0,9.0,$37.05,Pass,1.78,Rail,routeC,736.78
cosmetics,1VSN0310GE,,86.0,651.0,$7110.81,Non-binary,81.0,4.0,59.0,5.0,,$4.46,Supplier 3,Chennai,17.0,806.0,,,Pending,3.37,Rail,A route,
skincare,1VRH0050GE,95.69,92.0,633.0,$4706.78,Unknown,,20.0,94.0,1.0,Carrier B,$4.62,Supplier 4,Mumbai,20.0,406.0,17.0,,Fail,3.65,Air,,835.37
skincare,2FIL0320GE,80.0,7.0,577.0,$7782.35,Male,48.0,20.0,30.0,6.0,Carrier C,$8.05,Supplier 2,Chennai,7.0,850.0,17.0,$52.17,Fail,3.45,Sea,a,762.39
skincare,2FIL0280GE,26.64,35.0,619.0,$2833.0,,5.0,19.0,8.0,9.0,Carrier C,$9.67,Supplier 5,Delhi,11.0,968.0,4.0,$48.24,Pass,0.57,Sea,a,793.39
haircare,4VBA1452GE,59.27,55.0,659.0,$3947.97,Unknown,48.0,13.0,98.0,2.0,Carrier A,$2.14,Supplier 1,Kolkata,8.0,995.0,14.0,$36.0,Pending,,Air,B,307.99
skincare,4VBA1466GE,98.25,92.0,137.0,$5920.17,Male,96.0,12.0,57.0,7.0,Carrier A,$4.79,Supplier 5,Bangalore,7.0,366.0,19.0,$25.5,Pass,1.4,Rail,routeC,913.1
cosmetics,1VBA0010GE,88.54,14.0,923.0,,,3.0,,73.0,6.0,Carrier B,$5.33,Supplier 1,Bangalore,28.0,313.0,7.0,$78.6,,0.14,,routeB,187.55
skincare,1VBA0100GE,60.48,10.0,674.0,$1199.27,Male,47.0,25.0,20.0,5.0,Carrier C,$4.39,Supplier 5,Mumbai,19.0,693.0,27.0,$99.11,Fail,2.07,Sea,B,328.25
skincare,1VBA1660GE,90.47,80.0,428.0,$9506.03,Male,62.0,12.0,25.0,4.0,,$4.27,Supplier 3,,20.0,739.0,3.0,$80.0,Fail,2.17,Sea,b,696.72
cosmetics,1VBA1700GE,,16.0,452.0,$7269.65,Unknown,99.0,21.0,19.0,4.0,Carrier B,$1.47,Supplier 2,Bangalore,12.0,582.0,1.0,$36.63,Fail,2.34,Air,routeC,706.34
skincare,1VBA1800GE,74.59,54.0,612.0,$5461.33,Unknown,14.0,4.0,5.0,6.0,Carrier A,$7.17,Supplier 3,Mumbai,7.0,361.0,12.0,$32.03,Fail,3.52,Road,route_A,381.99
haircare,1VBA1840GE,,95.0,,$9398.15,,63.0,27.0,75.0,4.0,Carrier C,$4.93,Supplier 2,Kolkata,8.0,166.0,15.0,$29.59,Fail,1.54,Road,A route,731.37
haircare,1VBF0720GE,40.76,89.0,911.0,$4951.86,Female,61.0,2.0,79.0,5.0,Carrier A,$2.75,Supplier 4,,7.0,673.0,11.0,$22.3,Pending,1.58,Road,,449.14
haircare,1VCN0014GE,83.94,77.0,819.0,,Non-binary,31.0,2.0,72.0,6.0,Carrier C,$8.34,Supplier 1,Delhi,6.0,232.0,10.0,$59.62,Pass,0.3,Road,route_C,100.16
cosmetics,1VCS0150GE,23.83,70.0,,$5610.56,Non-binary,95.0,5.0,83.0,5.0,Carrier A,,Supplier 1,Chennai,25.0,748.0,2.0,$64.49,Pending,3.43,Road,a,246.35
,1VCT0131GE,,44.0,83.0,$2028.57,Unknown,17.0,23.0,87.0,7.0,Carrier C,$5.38,Supplier 4,Kolkata,9.0,639.0,26.0,$73.5,Pass,2.84,Sea,route_B,894.36
haircare,1VGI0020GE,12.91,73.0,177.0,$7883.21,Male,24.0,10.0,27.0,,Carrier B,$3.69,Supplier 5,Mumbai,27.0,611.0,29.0,$71.22,Fail,1.75,Sea,a,300.42
cosmetics,1VGI0070GE,5.65,45.0,198.0,$7110.08,Non-binary,23.0,10.0,40.0,,Carrier C,,,Mumbai,13.0,310.0,4.0,$36.31,Pending,3.53,Rail,routeC,201.62
skincare,1VGI0120GE,,56.0,624.0,$7956.88,Unknown,82.0,9.0,96.0,7.0,Carrier B,$3.59,Supplier 4,Chennai,7.0,816.0,17.0,$39.73,Pass,2.69,Sea,route_A,
cosmetics,1VGI0130GE,4.64,84.0,568.0,$9562.98,Non-binary,50.0,13.0,,4.0,Carrier C,$3.12,Supplier 2,Chennai,8.0,,17.0,,,2.35,Air,A,496.64
haircare,1VMA0020GE,95.77,82.0,972.0,$7988.4,Male,78.0,7.0,27.0,1.0,Carrier B,$7.57,Supplier 4,Mumbai,22.0,137.0,28.0,$41.45,Fail,2.56,Rail,a,816.93
haircare,1VRD0060GE,82.79,57.0,691.0,$6502.03,Unknown,79.0,5.0,62.0,8.0,Carrier A,$1.36,Supplier 1,Mumbai,17.0,142.0,8.0,$29.14,Pending,3.18,,C,875.3
haircare,1VRG0060GE,80.28,21.0,,$8715.78,Male,79.0,,83.0,4.0,Carrier C,$1.85,Supplier 3,Kolkata,17.0,728.0,23.0,$43.69,Pending,3.3,,c,861.39
cosmetics,1VRG0120GE,,68.0,401.0,$7059.22,Unknown,70.0,10.0,50.0,1.0,Carrier A,$1.06,Supplier 2,Chennai,16.0,504.0,14.0,$34.49,Pending,1.44,Rail,routeA,381.71
cosmetics,1VRH0100GE,22.42,50.0,698.0,$4673.07,Non-binary,27.0,,42.0,,,$2.38,Supplier 2,,22.0,,24.0,$17.95,Fail,0.7,Road,routeA,554.99
haircare,1VRT0180GE,52.31,33.0,471.0,$8970.58,Female,15.0,6.0,29.0,8.0,Carrier C,$1.62,Supplier 5,Mumbai,2.0,145.0,29.0,$84.71,Pass,0.78,Rail,route_B,685.13
