Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,H231903-0000/20,19.15,32.0,755.0,$1199.34,Male,87.0,16.0,80.0,2.0,Carrier C,$3.1,Supplier 3,Chennai,2.0,299.0,15.0,$68.24,Fail,2.28,Road,route_A,867.35
cosmetics,H231903-0000/04,6.35,72.0,185.0,$8323.6,Non-binary,94.0,10.0,47.0,,Carrier A,$6.26,Supplier 3,Bangalore,17.0,645.0,22.0,$36.36,Fail,1.81,Rail,route_B,466.23
haircare,H231905-0000/02,63.18,4.0,366.0,$7329.54,Unknown,3.0,2.0,59.0,3.0,,$3.58,Supplier 3,Bangalore,13.0,565.0,17.0,$26.68,Pass,3.63,Sea,route_A,441.96
cosmetics,H231905-0000/04,97.48,30.0,756.0,$4892.73,Non-binary,53.0,5.0,48.0,9.0,Carrier B,$8.33,Supplier 5,Kolkata,19.0,849.0,7.0,$42.5,Pending,4.68,Rail,routeB,890.9
haircare,H232202-0000/01,93.91,94.0,619.0,$8399.44,Unknown,31.0,28.0,99.0,9.0,Carrier C,$1.83,Supplier 5,Delhi,24.0,679.0,17.0,$44.44,Fail,3.35,,,637.42
,H232202-0000/28,57.64,10.0,235.0,$2370.38,Unknown,50.0,10.0,96.0,3.0,Carrier A,$3.92,Supplier 3,Mumbai,17.0,191.0,4.0,$64.8,Pending,3.45,Air,routeC,210.76
haircare,C575262-1413/06,64.87,26.0,182.0,$3996.6,Female,79.0,17.0,64.0,3.0,Carrier B,$1.25,Supplier 4,Chennai,22.0,155.0,18.0,$12.28,Pass,0.57,Rail,routeA,127.47
haircare,C575251-1413/06,89.25,17.0,,$9318.98,Unknown,16.0,1.0,29.0,4.0,,$5.1,Supplier 4,Kolkata,24.0,593.0,21.0,$53.66,Pending,4.53,Rail,route_C,169.56
haircare,C575243-1413/06,60.79,47.0,575.0,$1957.71,Unknown,62.0,3.0,,3.0,Carrier A,$1.9,Supplier 1,Chennai,,880.0,20.0,$27.05,Pass,1.5,Sea,route_B,669.59
skincare,C575262-1414/49,63.43,7.0,645.0,$5243.72,Male,25.0,26.0,,7.0,Carrier B,,,Delhi,4.0,935.0,8.0,$85.66,Fail,2.47,Rail,,858.13
cosmetics,C575251-1414/49,,61.0,121.0,$5720.23,,51.0,15.0,72.0,7.0,Carrier B,$7.64,,Bangalore,14.0,543.0,26.0,$50.11,Fail,3.35,Sea,A,573.31
cosmetics,C575243-1414/49,64.04,95.0,,$8460.87,Non-binary,,19.0,70.0,1.0,Carrier B,,,,22.0,969.0,16.0,$60.53,Pending,3.42,Rail,route_C,684.77
skincare,C575262-1416/30,90.65,69.0,261.0,,Unknown,51.0,1.0,29.0,1.0,Carrier B,,Supplier 3,Delhi,9.0,286.0,3.0,$95.14,Fail,2.97,Road,routeC,410.69
haircare,C575251-1416/30,30.49,22.0,123.0,$9407.0,Unknown,,5.0,99.0,4.0,Carrier B,$3.2,Supplier 1,Kolkata,21.0,,13.0,$90.63,Pass,1.03,Rail,B route,610.63
cosmetics,C575243-1416/30,81.11,58.0,877.0,$2456.87,Unknown,97.0,23.0,72.0,3.0,Carrier B,$3.59,Supplier 1,Delhi,22.0,225.0,10.0,,Pending,2.92,Rail,a,609.13
skincare,C575262-1417/04,58.68,53.0,755.0,$2779.48,,81.0,7.0,30.0,1.0,Carrier B,$3.17,Supplier 3,Kolkata,23.0,642.0,1.0,$96.63,Pending,4.53,Rail,C route,131.54
haircare,C575251-1417/04,53.36,82.0,591.0,$5359.86,Female,95.0,20.0,55.0,9.0,Carrier A,$6.11,Supplier 3,Kolkata,11.0,178.0,18.0,$12.85,Pending,3.98,Sea,routeA,820.32
skincare,C575243-1417/04,8.24,56.0,459.0,$4544.33,Female,79.0,,20.0,5.0,Carrier B,$5.41,Supplier 1,Mumbai,1.0,762.0,11.0,$80.04,Pending,3.22,Air,a,632.11
skincare,C575362-1443/40,58.38,71.0,828.0,$3421.3,Unknown,41.0,24.0,22.0,5.0,Carrier A,$4.38,Supplier 1,Mumbai,,787.0,11.0,$53.24,Pass,3.96,Sea,A,163.5
skincare,C575351-1443/40,19.4,47.0,24.0,$2049.33,Female,27.0,12.0,47.0,,Carrier A,$4.85,Supplier 2,Chennai,,344.0,27.0,$93.78,Pass,3.64,Sea,A,842.3
skincare,C575343-1443/40,27.67,67.0,747.0,$4361.44,Non-binary,95.0,14.0,14.0,5.0,Carrier C,$4.35,Supplier 3,Mumbai,20.0,563.0,25.0,$78.63,Pending,4.04,Air,route_B,688.16
cosmetics,C575362-1444/02,96.47,35.0,500.0,,Female,40.0,6.0,,1.0,Carrier B,$5.48,Supplier 4,Kolkata,20.0,802.0,14.0,$81.39,Fail,,Air,routeB,405.35
skincare,C575351-1444/02,41.39,60.0,36.0,$5993.63,Non-binary,78.0,2.0,28.0,,Carrier B,$7.14,Supplier 1,Delhi,29.0,907.0,10.0,,Pass,3.32,Air,C,982.79
cosmetics,C575343-1444/02,79.94,62.0,,,Non-binary,87.0,3.0,79.0,7.0,Carrier C,$5.87,Supplier 3,,,104.0,12.0,$89.9,Pending,3.52,Air,routeA,953.44
haircare,C575362-1445/31,85.87,80.0,377.0,$8526.7,,2.0,16.0,77.0,8.0,Carrier B,$6.22,Supplier 2,Kolkata,9.0,533.0,24.0,$73.4,,4.08,Rail,b,131.02
cosmetics,C575351-1445/31,99.32,65.0,482.0,$4302.01,Male,65.0,16.0,27.0,5.0,Carrier B,$8.68,Supplier 3,Kolkata,14.0,948.0,2.0,$52.24,Fail,3.16,,b,261.81
cosmetics,C575343-1445/31,77.72,8.0,528.0,$7067.27,Unknown,87.0,11.0,7.0,9.0,Carrier B,,Supplier 2,Bangalore,8.0,799.0,10.0,$91.57,Fail,,Road,C route,652.37
skincare,C575162-5727/01,13.26,25.0,849.0,$6306.2,Male,78.0,26.0,8.0,3.0,Carrier A,$7.8,Supplier 2,Bangalore,25.0,715.0,26.0,$20.95,Fail,2.5,Sea,routeA,420.16
haircare,C575151-5727/01,49.18,16.0,114.0,$4090.06,Unknown,7.0,24.0,55.0,,Carrier C,$4.59,Supplier 2,Kolkata,19.0,744.0,3.0,$18.99,Pending,1.96,,B route,364.48
haircare,C575143-5727/01,80.17,5.0,,$8575.93,Female,,12.0,96.0,7.0,Carrier B,$3.78,Supplier 3,Chennai,22.0,163.0,28.0,$95.98,Pass,4.36,,route_A,955.36
haircare,C575162-5037/06,24.87,9.0,,$2253.67,Non-binary,44.0,2.0,60.0,8.0,Carrier B,,Supplier 3,Bangalore,15.0,554.0,7.0,$87.1,Pass,1.42,,route_A,150.23
skincare,C575151-5037/06,6.53,14.0,424.0,$1394.6,Female,42.0,27.0,88.0,6.0,,$4.0,Supplier 3,Mumbai,4.0,554.0,4.0,$40.85,Fail,2.33,Road,B,561.04
cosmetics,C575143-5037/06,58.37,68.0,64.0,$1098.64,Unknown,93.0,9.0,2.0,1.0,Carrier C,$9.0,Supplier 5,Chennai,8.0,239.0,11.0,,Pass,0.51,Sea,C route,650.18
haircare,C575162-1343/30,6.18,98.0,739.0,$5726.25,Female,33.0,11.0,68.0,1.0,Carrier A,$7.15,Supplier 4,Bangalore,19.0,112.0,6.0,$43.38,Pass,1.32,Rail,B,399.29
haircare,C575151-1343/30,28.49,74.0,796.0,$2667.17,Male,92.0,,57.0,6.0,Carrier B,$4.95,Supplier 3,Chennai,1.0,109.0,28.0,$17.04,Pass,3.87,Road,,642.12
skincare,C575143-1343/30,9.93,96.0,763.0,$6656.73,,95.0,13.0,28.0,7.0,Carrier C,$5.34,Supplier 2,Kolkata,,551.0,2.0,,Pending,,Sea,,368.41
skincare,C575462-CK80/03,,31.0,808.0,$6595.68,Male,87.0,5.0,26.0,7.0,Carrier A,$6.55,Supplier 5,Chennai,26.0,485.0,16.0,$98.26,Fail,4.37,Road,routeB,575.91
,C575451-CK80/03,92.08,94.0,95.0,$3266.86,Male,17.0,9.0,,1.0,Carrier B,$1.89,Supplier 2,Chennai,26.0,184.0,20.0,$17.99,Fail,2.03,Rail,C,362.53
haircare,C575443-CK80/03,88.36,63.0,160.0,$2539.71,Non-binary,89.0,9.0,23.0,1.0,Carrier B,$8.01,Supplier 4,Delhi,13.0,245.0,22.0,$86.17,Pending,3.81,,route_C,512.87
haircare,C575462-CK80/02,,25.0,180.0,$8673.16,Unknown,83.0,5.0,22.0,4.0,Carrier A,$9.31,,Bangalore,6.0,549.0,27.0,$22.83,Pending,3.15,Sea,routeC,359.03
cosmetics,C575451-CK80/02,22.28,1.0,981.0,$8241.28,Unknown,24.0,23.0,90.0,5.0,Carrier B,$1.16,Supplier 3,Mumbai,4.0,875.0,2.0,$70.26,Pending,4.39,Sea,C,333.35
haircare,C575443-CK80/02,38.57,57.0,763.0,$8507.42,Non-binary,40.0,23.0,76.0,8.0,Carrier B,$6.82,Supplier 4,Delhi,5.0,779.0,17.0,$11.69,Fail,2.62,Sea,b,977.48
skincare,C575462-CK80/01,,57.0,166.0,$3552.02,Male,,17.0,48.0,1.0,Carrier A,$3.82,Supplier 5,,,760.0,1.0,$66.35,Fail,2.98,Sea,,218.39
skincare,C575451-CK80/01,2.97,3.0,340.0,$6042.34,Female,10.0,16.0,82.0,6.0,Carrier B,,Supplier 5,,25.0,132.0,5.0,$89.6,Pass,1.33,Air,C route,332.5
haircare,C575443-CK80/01,87.01,19.0,302.0,$9712.14,Male,68.0,7.0,89.0,,Carrier B,$8.24,,Chennai,9.0,291.0,12.0,$50.23,Pass,1.37,,C route,820.02
skincare,C575062-1181/03,50.14,31.0,14.0,$4267.65,Unknown,,12.0,46.0,8.0,Carrier A,$1.37,Supplier 3,Kolkata,28.0,976.0,7.0,$12.87,Fail,2.43,Rail,route_B,193.29
skincare,C575051-1181/03,68.71,,685.0,$7630.78,,97.0,13.0,84.0,2.0,Carrier A,$2.65,Supplier 5,Chennai,14.0,614.0,5.0,$11.02,Pass,3.61,Sea,route_A,371.29
cosmetics,C575043-1181/03,37.47,84.0,673.0,$6039.03,Male,92.0,14.0,52.0,5.0,Carrier B,$1.45,Supplier 2,Chennai,18.0,128.0,19.0,$16.39,Pass,2.93,Road,routeC,488.34
haircare,C575062-1180/02,6.74,69.0,981.0,,Female,39.0,27.0,45.0,4.0,Carrier B,$9.59,Supplier 4,Delhi,9.0,604.0,12.0,$61.83,Pending,4.06,Rail,B route,580.63
haircare,C575051-1180/02,86.62,40.0,97.0,,Female,10.0,22.0,56.0,1.0,Carrier B,$2.67,Supplier 4,Mumbai,26.0,652.0,,$64.05,Pending,0.14,Sea,route_C,826.9
skincare,C575043-1180/02,99.93,33.0,204.0,$9489.43,Female,22.0,21.0,4.0,,Carrier A,$4.35,Supplier 3,Delhi,12.0,744.0,16.0,$88.44,Pass,2.12,Air,route_A,352.45
skincare,C575062-1182/01,16.47,75.0,105.0,$8374.71,Male,93.0,9.0,3.0,9.0,Carrier B,$6.34,Supplier 5,Chennai,13.0,662.0,19.0,$91.18,Pending,0.65,Road,C,652.93
haircare,C575051-1182/01,37.15,81.0,,$5357.61,Non-binary,30.0,3.0,75.0,3.0,Carrier C,$3.17,Supplier 3,Mumbai,13.0,609.0,9.0,$13.09,Pass,3.06,Road,B route,717.59
cosmetics,C575043-1182/01,83.2,75.0,569.0,$1297.57,Female,44.0,7.0,32.0,2.0,Carrier A,$8.44,Supplier 2,,15.0,375.0,5.0,$18.78,Pending,0.81,Sea,B,872.44
cosmetics,C557363-0854/13,29.85,86.0,741.0,$2397.91,Unknown,89.0,,72.0,4.0,Carrier C,$6.21,Supplier 3,,7.0,,1.0,$36.61,Fail,3.05,Air,routeC,778.5
,C557359-0854/13,69.91,9.0,214.0,$4939.76,Non-binary,74.0,4.0,44.0,1.0,Carrier B,$8.16,Supplier 1,Kolkata,1.0,332.0,5.0,$31.16,,1.7,Sea,,128.52
skincare,C557344-0854/13,44.1,57.0,598.0,$7398.14,Unknown,3.0,19.0,85.0,3.0,Carrier B,$6.32,,Delhi,15.0,848.0,20.0,,Pass,1.52,Rail,A,971.99
cosmetics,C557320-0854/13,46.5,,417.0,$3174.43,Female,56.0,20.0,15.0,6.0,Carrier B,$8.92,,Mumbai,25.0,408.0,20.0,$81.12,Pending,4.96,Road,c,338.47
cosmetics,C557314-0854/13,12.09,29.0,761.0,$1710.88,Female,93.0,,24.0,5.0,Carrier C,$6.87,Supplier 3,Bangalore,20.0,397.0,18.0,$55.62,Pending,2.65,Sea,C,234.15
haircare,C557363-00A9/12,2.96,4.0,810.0,$6126.7,Non-binary,69.0,17.0,,5.0,Carrier C,$6.19,Supplier 2,Kolkata,11.0,605.0,9.0,$18.06,Pending,1.19,Sea,routeC,311.04
skincare,C557359-00A9/12,95.93,21.0,326.0,$2140.7,Female,59.0,11.0,85.0,6.0,Carrier A,$8.04,Supplier 1,Delhi,5.0,551.0,29.0,$47.09,Pass,,Rail,routeC,764.33
cosmetics,C557344-00A9/12,98.55,8.0,,,Unknown,80.0,28.0,9.0,,,$5.59,,Chennai,22.0,426.0,24.0,$33.44,Pending,1.63,Sea,route_C,608.4
cosmetics,C557320-00A9/12,14.5,37.0,197.0,$5783.34,Female,76.0,27.0,9.0,7.0,Carrier A,,Supplier 1,Bangalore,16.0,377.0,28.0,$68.08,Pass,1.28,Rail,routeC,310.75
,C557314-00A9/12,73.01,28.0,301.0,$3476.01,Female,73.0,13.0,71.0,4.0,Carrier C,$1.11,Supplier 3,Chennai,7.0,720.0,28.0,$48.99,Pending,1.61,,,
cosmetics,C557363-0097/14,24.85,21.0,,$1621.56,Male,42.0,21.0,49.0,2.0,Carrier C,$5.11,Supplier 4,,5.0,113.0,1.0,$54.12,,1.02,Rail,A,511.66
,C557359-0097/14,78.89,4.0,977.0,$4643.97,Male,78.0,8.0,38.0,5.0,Carrier A,$3.02,Supplier 1,Mumbai,13.0,999.0,22.0,$59.34,Pending,2.1,Rail,C route,574.14
haircare,C557344-0179/14,17.59,,744.0,$7385.29,Unknown,33.0,3.0,23.0,1.0,Carrier C,$2.79,Supplier 1,Bangalore,11.0,308.0,28.0,$25.78,Pass,4.17,Sea,routeC,495.84
haircare,C557320-0097/14,79.9,8.0,267.0,$9128.05,Non-binary,15.0,15.0,24.0,5.0,Carrier C,$7.7,,Mumbai,25.0,911.0,24.0,$49.71,Pass,2.37,Air,route_C,794.94
skincare,C557314-0097/14,50.61,38.0,183.0,$8447.66,Unknown,62.0,27.0,76.0,4.0,Carrier A,$4.15,Supplier 2,Chennai,11.0,736.0,21.0,$29.51,Pending,3.07,Rail,b,474.49
,C557363-00A9/02,12.11,21.0,470.0,$2362.88,Male,59.0,11.0,87.0,2.0,,$8.91,Supplier 3,Bangalore,7.0,937.0,5.0,$73.94,Pass,1.57,Air,C route,420.15
cosmetics,C557359-00A9/02,74.21,12.0,,$2773.5,Unknown,98.0,8.0,98.0,9.0,Carrier C,$5.84,Supplier 5,Mumbai,1.0,655.0,,$31.72,Fail,3.81,Road,,372.27
skincare,C557344-00A9/02,91.63,88.0,253.0,$5211.0,Male,78.0,23.0,42.0,2.0,Carrier B,$6.75,,Kolkata,5.0,942.0,29.0,$35.05,Pending,4.76,Road,,511.22
skincare,C557320-00A9/02,84.73,80.0,338.0,$2449.22,Male,98.0,28.0,28.0,9.0,Carrier B,$4.14,Supplier 1,,2.0,499.0,5.0,$64.53,Pending,4.3,Rail,C route,703.02
haircare,C557314-00A9/02,46.75,43.0,513.0,$6692.37,Unknown,40.0,26.0,33.0,9.0,,,Supplier 2,Kolkata,20.0,320.0,9.0,$30.03,Pending,0.4,Sea,A,923.02
skincare,C557363-00A6/01,45.05,75.0,876.0,$2901.77,Female,55.0,23.0,18.0,6.0,Carrier B,$8.92,Supplier 2,Bangalore,10.0,575.0,,$77.66,Pending,0.18,Rail,C route,240.96
skincare,C557359-00A6/01,39.02,37.0,,$2265.31,Non-binary,73.0,21.0,53.0,4.0,Carrier A,$6.66,Supplier 1,Chennai,9.0,832.0,19.0,,Pass,,,,870.39
skincare,C557344-00A6/01,3.29,57.0,628.0,$8493.3,Male,77.0,29.0,36.0,1.0,Carrier A,$5.81,Supplier 1,Delhi,,502.0,17.0,$97.33,Pass,,Road,routeA,117.06
haircare,C557320-00A6/01,41.96,87.0,406.0,$4634.54,Non-binary,53.0,,92.0,2.0,Carrier B,$2.73,Supplier 1,Chennai,29.0,621.0,17.0,$17.64,Fail,4.85,Rail,routeC,202.0
cosmetics,C557314-00A6/01,67.88,77.0,735.0,$7375.01,Male,46.0,9.0,88.0,8.0,Carrier B,,Supplier 2,Bangalore,8.0,289.0,12.0,$91.07,,3.24,Air,route_C,413.72
skincare,C557363-0854/03,34.46,59.0,106.0,$3354.6,Female,59.0,9.0,20.0,9.0,Carrier C,$6.07,Supplier 3,Delhi,26.0,594.0,27.0,$17.05,Fail,,Sea,route_C,746.72
cosmetics,C557359-0854/03,85.25,90.0,105.0,$4258.86,Female,97.0,14.0,13.0,4.0,Carrier A,$2.38,Supplier 3,Delhi,16.0,502.0,16.0,$41.02,Pending,0.14,Road,route_C,867.51
haircare,C557344-0854/03,4.34,68.0,161.0,$1289.27,Non-binary,7.0,15.0,50.0,9.0,,$4.75,Supplier 1,Chennai,7.0,240.0,21.0,$50.72,Fail,1.8,Rail,A route,183.77
haircare,C557320-0854/03,63.58,75.0,307.0,,Male,9.0,28.0,20.0,,Carrier A,$6.39,Supplier 2,Delhi,13.0,399.0,29.0,$33.61,Pending,3.96,Sea,routeB,
haircare,C557314-0854/03,6.57,58.0,864.0,$4528.25,,82.0,16.0,51.0,8.0,Carrier A,$6.33,Supplier 2,Delhi,25.0,697.0,17.0,$44.43,Pending,,Sea,route_C,439.19
skincare,C557363-0754/02,72.65,88.0,309.0,$3891.67,Non-binary,6.0,1.0,89.0,9.0,Carrier C,$2.03,Supplier 2,Delhi,18.0,950.0,15.0,$52.35,Pending,1.16,Rail,B route,522.56
skincare,C557359-0754/02,62.94,89.0,,$8278.44,Male,29.0,1.0,83.0,1.0,Carrier B,$4.98,Supplier 2,Mumbai,8.0,225.0,6.0,$23.28,Pass,4.07,Rail,route_B,846.63
skincare,C557344-0754/02,70.74,77.0,138.0,$1468.12,Non-binary,62.0,6.0,66.0,9.0,,$6.98,,Chennai,5.0,301.0,19.0,$11.38,Pass,1.16,Air,route_B,256.04
cosmetics,C557320-0754/02,98.38,67.0,723.0,$7079.23,Female,20.0,4.0,11.0,5.0,Carrier C,$4.76,Supplier 1,Bangalore,3.0,445.0,12.0,$19.69,Pending,0.39,Rail,routeB,157.91
cosmetics,C557314-0754/02,13.9,36.0,231.0,$1022.12,Non-binary,93.0,,69.0,,Carrier C,$3.38,,Chennai,22.0,342.0,15.0,$65.73,Fail,1.61,Sea,route_A,239.6
cosmetics,C557363-0097/04,10.75,5.0,215.0,$4720.31,Female,84.0,28.0,48.0,5.0,Carrier A,,Supplier 5,Bangalore,16.0,796.0,12.0,$52.84,Pass,4.46,Sea,A,
haircare,C557359-0097/04,13.72,12.0,817.0,$8344.34,,6.0,4.0,71.0,9.0,Carrier C,$8.0,Supplier 1,Mumbai,15.0,701.0,3.0,$35.03,Pending,0.91,Sea,b,380.82
haircare,C557344-0179/04,46.73,31.0,114.0,$7309.49,Non-binary,19.0,17.0,86.0,2.0,Carrier C,$2.59,Supplier 5,Bangalore,12.0,631.0,25.0,$69.57,Pending,1.36,Air,routeA,543.85
,C557320-0097/04,1.53,15.0,227.0,$5882.93,Female,65.0,3.0,30.0,8.0,Carrier A,$2.75,Supplier 5,Mumbai,22.0,318.0,7.0,$65.76,Fail,1.92,Rail,,375.08
skincare,C557314-0097/04,66.32,,313.0,$3508.38,Female,32.0,22.0,7.0,,Carrier B,$3.37,Supplier 3,Kolkata,20.0,800.0,8.0,$80.57,Pass,0.48,Rail,c,689.92
skincare,C623382-0000/20,37.22,98.0,,$8928.9,Non-binary,25.0,15.0,98.0,3.0,Carrier A,$1.76,Supplier 2,Bangalore,23.0,489.0,16.0,,Pending,4.39,Sea,A,490.3
skincare,C623365-0000/35,97.03,60.0,6.0,$8785.59,Female,42.0,2.0,95.0,,Carrier B,$5.95,Supplier 2,Delhi,23.0,690.0,28.0,$81.42,Pass,3.39,Air,c,127.74
cosmetics,C619870-0000/21,15.06,,586.0,$8657.71,Male,58.0,7.0,25.0,2.0,Carrier B,$4.67,Supplier 2,Kolkata,21.0,101.0,3.0,$56.55,,0.69,Road,routeA,892.47
cosmetics,C619862-0000/21,91.92,69.0,760.0,$5701.34,Male,72.0,,44.0,2.0,Carrier C,$8.4,Supplier 5,Delhi,21.0,301.0,27.0,$65.78,Pass,3.08,Sea,A,203.67
haircare,C619857-0000/21,51.82,58.0,70.0,,Non-binary,21.0,10.0,72.0,5.0,Carrier A,$8.95,Supplier 3,Delhi,,505.0,8.0,$70.77,Pass,0.16,Rail,A route,622.48
haircare,C619832-0000/21,90.87,28.0,88.0,$3587.56,Male,37.0,23.0,95.0,7.0,Carrier C,$9.19,Supplier 4,Mumbai,12.0,887.0,18.0,$65.82,Pending,0.54,Sea,a,
skincare,C619818-0000/21,58.4,81.0,571.0,$7965.29,Male,58.0,14.0,49.0,9.0,Carrier C,,Supplier 3,Delhi,22.0,502.0,24.0,$23.0,Pending,2.62,Air,routeC,664.89
skincare,C619817-0000/21,67.73,20.0,92.0,$6520.55,Unknown,96.0,25.0,41.0,,Carrier B,$4.69,Supplier 4,,9.0,856.0,10.0,$89.71,Pending,3.87,Air,B,830.25
haircare,C619870-0000/44,77.5,53.0,270.0,$7323.28,Female,,14.0,34.0,9.0,,$1.36,Supplier 2,Delhi,10.0,384.0,3.0,$41.11,Pass,4.98,Rail,routeA,323.7
skincare,C619862-0000/44,96.16,50.0,212.0,$2063.46,,19.0,9.0,12.0,9.0,Carrier A,$5.11,Supplier 5,Delhi,4.0,989.0,3.0,$68.1,Fail,3.7,Rail,B route,875.05
haircare,C619857-0000/44,76.18,12.0,264.0,$5870.13,Male,25.0,8.0,49.0,8.0,Carrier B,$7.87,Supplier 1,,1.0,,6.0,,Fail,3.84,Sea,B,709.41
skincare,C619832-0000/44,60.9,,274.0,$8061.32,Male,62.0,21.0,33.0,,Carrier A,$3.08,Supplier 5,Mumbai,,151.0,1.0,$28.3,,1.08,Road,route_C,954.1
skincare,C619818-0000/44,71.31,59.0,903.0,$2557.61,Female,72.0,1.0,42.0,9.0,Carrier A,$1.06,Supplier 2,Mumbai,12.0,340.0,9.0,$74.0,Pending,3.46,,B route,136.92
haircare,C619817-0000/44,2.45,64.0,612.0,$6848.94,Male,87.0,20.0,59.0,5.0,Carrier B,$4.26,Supplier 3,Delhi,17.0,305.0,29.0,$98.91,Fail,2.88,Air,routeC,417.28
cosmetics,C619870-0000/43,50.59,17.0,144.0,$3480.01,Unknown,37.0,28.0,1.0,,Carrier B,$5.56,Supplier 4,,5.0,650.0,29.0,$50.45,Pending,2.21,Sea,b,399.11
haircare,C619862-0000/43,52.57,,666.0,$8021.45,Male,74.0,26.0,31.0,,Carrier B,$5.33,Supplier 2,Kolkata,24.0,531.0,5.0,$92.32,Fail,1.43,Air,B,873.8
cosmetics,C619857-0000/43,85.41,31.0,798.0,$6398.9,Female,93.0,1.0,64.0,4.0,Carrier A,$5.48,Supplier 1,Bangalore,12.0,865.0,27.0,$29.22,Fail,3.47,Sea,A,462.0
,C619832-0000/43,,60.0,509.0,$4823.2,Non-binary,91.0,15.0,65.0,5.0,Carrier C,$4.43,Supplier 3,,27.0,282.0,10.0,,Pending,3.19,Road,,997.57
skincare,C619818-0000/43,88.96,48.0,107.0,$1856.91,Non-binary,8.0,13.0,98.0,7.0,Carrier A,$8.7,Supplier 5,Delhi,4.0,609.0,19.0,$41.42,Pass,3.78,Sea,,146.18
cosmetics,C619817-0000/43,74.1,53.0,878.0,$5375.59,Female,18.0,,73.0,1.0,Carrier B,$4.7,Supplier 5,Chennai,1.0,187.0,4.0,$73.49,Pending,1.42,,C route,689.94
skincare,C619882-0000/35,88.67,25.0,603.0,$4972.22,Female,78.0,22.0,66.0,2.0,Carrier C,$9.46,Supplier 4,Delhi,3.0,890.0,17.0,,Fail,1.89,Rail,B,954.7
haircare,C619870-0000/35,21.24,49.0,296.0,$2846.64,Female,75.0,17.0,6.0,5.0,Carrier A,$3.02,,Delhi,1.0,886.0,22.0,$24.58,Fail,0.72,Sea,a,265.6
haircare,C619862-0000/35,11.85,10.0,7.0,$5048.57,Unknown,84.0,2.0,74.0,1.0,Carrier A,$3.99,Supplier 1,Kolkata,20.0,284.0,18.0,$93.21,Pass,3.19,Road,B route,182.98
cosmetics,C619857-0000/35,42.14,47.0,,$3674.2,Non-binary,19.0,,34.0,8.0,Carrier C,$7.66,Supplier 4,Mumbai,14.0,323.0,17.0,$87.87,Pending,3.05,Road,,885.91
cosmetics,C619832-0000/35,14.97,85.0,695.0,$9871.24,Unknown,82.0,11.0,70.0,8.0,Carrier A,$6.3,Supplier 2,Bangalore,22.0,919.0,15.0,,Pass,0.99,Road,routeC,638.58
,C619818-0000/35,85.33,,505.0,$6824.16,Non-binary,86.0,20.0,40.0,9.0,Carrier B,,Supplier 2,Mumbai,28.0,883.0,18.0,$63.69,Fail,4.47,Sea,routeB,275.81
cosmetics,C619817-0000/35,35.33,19.0,758.0,$5817.3,Unknown,50.0,3.0,79.0,,Carrier C,$4.88,,Bangalore,20.0,452.0,5.0,$20.85,Fail,4.33,Sea,routeB,211.05
skincare,C619870-0000/51,77.26,19.0,512.0,,Female,18.0,12.0,,9.0,Carrier A,$7.85,Supplier 4,Chennai,6.0,987.0,3.0,$42.0,Pass,3.72,Road,B,655.56
cosmetics,C619862-0000/51,51.3,55.0,59.0,$7052.98,Male,89.0,7.0,63.0,8.0,Carrier A,$7.02,Supplier 5,Chennai,8.0,320.0,16.0,$18.22,Pass,3.91,Air,routeA,701.47
skincare,C619857-0000/51,19.56,44.0,69.0,$5188.43,,69.0,3.0,96.0,6.0,Carrier A,$6.72,Supplier 2,Mumbai,23.0,326.0,6.0,$98.97,,4.18,Rail,a,438.04
haircare,C619832-0000/51,,27.0,243.0,$9124.62,Non-binary,23.0,22.0,55.0,6.0,Carrier C,$7.67,Supplier 4,Delhi,1.0,673.0,23.0,$91.81,Pending,3.88,Sea,routeA,569.36
skincare,C619818-0000/51,54.99,50.0,86.0,$8872.61,Female,80.0,10.0,39.0,8.0,Carrier C,$4.05,Supplier 5,Delhi,,,25.0,$57.9,,2.72,Rail,C,316.76
cosmetics,C619817-0000/51,9.45,46.0,615.0,$3781.49,Male,21.0,29.0,37.0,8.0,Carrier A,$6.33,Supplier 4,Kolkata,27.0,697.0,21.0,$29.61,Fail,1.79,Rail,routeA,631.87
skincare,C619870-0000/20,10.1,,238.0,$5926.17,Male,80.0,3.0,93.0,4.0,Carrier C,$8.6,Supplier 4,Mumbai,8.0,993.0,27.0,$71.16,Fail,4.96,Rail,route_A,128.23
cosmetics,C619862-0000/20,41.58,27.0,5.0,$1986.21,Male,72.0,7.0,,6.0,Carrier B,$8.12,Supplier 1,Bangalore,28.0,899.0,22.0,$39.01,Fail,,Road,,466.69
cosmetics,C619857-0000/20,,62.0,422.0,$4725.06,Female,62.0,13.0,99.0,9.0,Carrier B,$7.23,Supplier 2,,,655.0,,$71.28,Pending,1.43,Road,b,880.8
,C619832-0000/20,49.89,51.0,104.0,$3714.09,Non-binary,58.0,20.0,52.0,5.0,Carrier A,$7.42,,Mumbai,29.0,374.0,21.0,$10.89,Pass,0.35,Sea,routeC,691.45
