Product type,SKU,Estimated price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Demurrage
cosmetics,M070114-0000/00,77860.0,80.0,330.0,$4259.17,Unknown,87.0,21.0,86.0,3.0,Carrier C,,Supplier 2,Mumbai,6.0,,2.0,$99.8,Pending,1.12,Sea,b,814.27,1444625.0
skincare,M060103-0000/01,38080.0,5.0,730.0,$4445.75,Male,57.0,24.0,80.0,1.0,Carrier B,$338.00,Supplier 4,Mumbai,4.0,571.0,1.0,,,3.18,Rail,C route,926.2,937389.0
skincare,P010200-0000/07,84830.0,89.0,279.0,,Non-binary,71.0,16.0,92.0,3.0,Carrier B,,Supplier 2,Mumbai,,702.0,11.0,$32.86,,0.16,Road,C,937.97,0.0
,P010200-0000/06,42030.0,4.0,628.0,$7158.54,Female,72.0,29.0,17.0,1.0,Carrier C,,Supplier 4,Kolkata,24.0,231.0,12.0,$92.81,Pass,1.65,Rail,routeC,101.11,0.0
skincare,P010200-0000/05,90910.0,2.0,277.0,$5477.7,Male,,7.0,12.0,6.0,Carrier C,$202.00,Supplier 2,Delhi,23.0,575.0,12.0,$98.98,Pending,3.4,,C route,847.33,0.0
skincare,P010200-0000/04,54560.0,71.0,642.0,,Female,46.0,27.0,84.0,,Carrier A,$288.00,Supplier 4,Kolkata,15.0,993.0,14.0,$15.07,Pending,0.77,Air,b,506.09,0.0
haircare,P010200-0000/03,65670.0,48.0,892.0,,,98.0,17.0,38.0,5.0,Carrier A,$829.00,Supplier 1,Chennai,14.0,502.0,18.0,$71.71,Fail,1.06,Sea,route_B,394.36,1771579.0
skincare,P010200-0000/02,,27.0,829.0,$5338.39,Non-binary,77.0,,13.0,7.0,Carrier C,$221.00,Supplier 3,Delhi,3.0,666.0,12.0,$36.41,Pass,1.58,Air,B route,585.37,0.0
skincare,P010200-0000/01,73030.0,12.0,189.0,$7365.53,Male,,13.0,,2.0,Carrier B,$845.00,Supplier 5,Bangalore,10.0,552.0,22.0,$48.28,Pass,3.84,Air,b,402.52,
skincare,P010100-0000/06,82960.0,72.0,334.0,,Female,73.0,11.0,90.0,9.0,Carrier C,$492.00,Supplier 1,Kolkata,18.0,954.0,2.0,$22.23,Fail,1.83,Road,A route,786.05,0.0
skincare,P010100-0000/05,96970.0,70.0,911.0,$5666.05,Non-binary,4.0,23.0,35.0,3.0,Carrier C,$917.00,Supplier 5,Delhi,11.0,352.0,8.0,$13.96,Pass,,Air,C route,222.32,1258738.0
skincare,P010100-0000/04,21940.0,87.0,124.0,$5056.58,Unknown,89.0,27.0,69.0,5.0,Carrier B,$150.00,Supplier 2,Bangalore,17.0,850.0,2.0,$74.86,Pending,4.61,Rail,B,811.81,0.0
cosmetics,P010100-0000/03,92730.0,,186.0,$7841.75,Male,18.0,12.0,44.0,2.0,Carrier B,$548.00,Supplier 4,Delhi,16.0,974.0,9.0,$18.78,Pass,2.6,Air,B,958.93,1716739.0
haircare,P010100-0000/02,64580.0,22.0,356.0,$8190.32,,1.0,,80.0,2.0,Carrier C,$377.00,,Mumbai,,293.0,20.0,$34.16,Pending,2.04,Sea,C route,923.1,2478949.0
cosmetics,P010100-0000/01,33760.0,35.0,560.0,$1328.89,Male,71.0,15.0,99.0,3.0,Carrier A,$706.00,,Mumbai,24.0,639.0,,$28.15,Fail,4.29,Road,B route,501.59,0.0
haircare,T021360-0000/40,56840.0,24.0,368.0,$7225.37,,63.0,10.0,,6.0,Carrier A,$239.00,Supplier 1,Mumbai,15.0,148.0,20.0,$58.18,Pass,1.12,Air,C route,871.64,1521355.0
haircare,T021360-0000/36,81180.0,82.0,584.0,$7496.23,Female,,,80.0,2.0,Carrier A,$742.00,,Chennai,25.0,998.0,16.0,$16.43,Pass,4.74,Rail,routeC,533.5,1910728.0
haircare,T021360-0000/29,16350.000000000002,47.0,,$6830.3,Female,81.0,19.0,63.0,2.0,Carrier C,$796.00,Supplier 3,Kolkata,24.0,569.0,16.0,$93.61,Fail,4.27,Rail,B,908.36,0.0
,T021360-0000/20,73330.0,81.0,625.0,$2036.18,Male,18.0,28.0,97.0,1.0,,$560.00,Supplier 4,Kolkata,21.0,210.0,5.0,$23.17,Pass,2.06,Road,routeA,705.64,914294.0
skincare,T021360-0000/02,82980.0,35.0,587.0,$6777.63,Non-binary,20.0,9.0,2.0,2.0,Carrier C,$139.00,Supplier 5,,5.0,482.0,3.0,$74.35,Fail,1.69,Rail,B route,687.53,0.0
,T021359-0000/40,55170.0,32.0,580.0,$6180.15,Unknown,80.0,8.0,28.0,1.0,Carrier B,$361.00,Supplier 3,,22.0,379.0,2.0,$66.32,Pending,1.65,Air,,563.39,2205813.0
skincare,T021359-0000/36,63890.0,28.0,309.0,$5941.07,Female,71.0,8.0,88.0,4.0,Carrier C,$656.00,Supplier 2,,20.0,223.0,,$75.92,Pending,2.78,Rail,,,0.0
,T021359-0000/29,,48.0,222.0,,Male,,12.0,63.0,8.0,Carrier A,$665.00,Supplier 3,Mumbai,5.0,709.0,,$28.25,Pass,3.31,Road,route_B,799.21,0.0
skincare,T021359-0000/20,87450.0,,344.0,$9305.81,Female,32.0,26.0,55.0,4.0,Carrier C,$683.00,Supplier 5,Delhi,8.0,,6.0,$42.82,Fail,,Sea,routeB,738.57,0.0
,T021359-0000/02,49310.0,99.0,778.0,$2935.3,,78.0,11.0,3.0,3.0,Carrier C,$499.00,Supplier 1,Mumbai,8.0,843.0,5.0,,Pending,3.98,Sea,route_A,644.31,0.0
cosmetics,T021358-0000/40,95760.0,48.0,326.0,$3996.26,,50.0,3.0,7.0,7.0,Carrier B,$478.00,Supplier 3,Kolkata,,310.0,17.0,$58.48,Fail,1.2,Road,routeC,658.98,1678517.0
cosmetics,T021358-0000/36,80550.0,95.0,387.0,$2837.11,Male,63.0,18.0,79.0,8.0,Carrier A,$625.00,Supplier 3,Bangalore,13.0,762.0,9.0,$92.66,Pass,1.18,Sea,a,255.22,1687480.0
,T021358-0000/29,54880.0,67.0,322.0,,Unknown,68.0,19.0,93.0,5.0,,,Supplier 1,Mumbai,11.0,524.0,4.0,$42.31,Fail,,Road,c,192.43,1882428.0
skincare,T021358-0000/20,13760.0,83.0,77.0,$7070.54,Non-binary,70.0,4.0,90.0,2.0,Carrier B,$377.00,Supplier 1,Kolkata,21.0,972.0,17.0,$26.94,Fail,4.65,Sea,B route,608.19,0.0
haircare,T021358-0000/02,63300.0,64.0,340.0,$3576.61,Non-binary,6.0,16.0,,2.0,Carrier C,$971.00,Supplier 4,Mumbai,3.0,482.0,28.0,$17.3,Pass,0.93,Rail,c,569.76,
cosmetics,T021366-0000/40,16420.0,56.0,357.0,,Unknown,38.0,3.0,9.0,6.0,Carrier B,$197.00,Supplier 2,Kolkata,21.0,603.0,19.0,$17.88,Pending,3.81,Sea,,253.93,0.0
skincare,T021366-0000/36,,83.0,702.0,$7514.38,Unknown,99.0,4.0,45.0,2.0,Carrier A,$156.00,Supplier 4,Bangalore,25.0,923.0,27.0,,Fail,0.36,Sea,routeA,932.08,1497120.0
haircare,T021366-0000/29,26210.0,12.0,564.0,$7250.64,Unknown,2.0,2.0,34.0,4.0,Carrier A,$889.00,Supplier 5,Chennai,17.0,201.0,28.0,$46.89,Pass,0.63,Rail,A route,332.37,
haircare,T021366-0000/20,82970.0,,585.0,$7362.95,Non-binary,86.0,29.0,95.0,2.0,Carrier A,$751.00,Supplier 3,Chennai,23.0,621.0,28.0,$55.97,Pass,0.1,Rail,a,270.21,0.0
cosmetics,T021366-0000/02,75320.0,19.0,37.0,$7936.59,Female,,2.0,90.0,1.0,Carrier B,$159.00,Supplier 2,Delhi,24.0,224.0,17.0,$81.3,Fail,2.38,,routeB,491.25,0.0
,T021357-0000/40,35000.0,83.0,80.0,$5927.93,Female,49.0,7.0,49.0,6.0,Carrier B,$313.00,Supplier 4,Kolkata,23.0,413.0,26.0,$10.75,Pass,2.35,Sea,routeB,454.94,0.0
skincare,T021357-0000/36,41400.0,28.0,132.0,$9915.94,Non-binary,,29.0,56.0,3.0,Carrier A,$403.00,Supplier 2,Bangalore,18.0,388.0,12.0,$42.39,Pass,1.04,Road,A route,387.86,0.0
cosmetics,T021357-0000/29,60540.0,63.0,433.0,$8598.54,Unknown,42.0,16.0,65.0,6.0,Carrier C,$879.00,Supplier 3,Delhi,17.0,667.0,2.0,$55.65,Fail,3.47,Rail,B route,713.52,2166711.0
cosmetics,T021357-0000/20,12710.0,71.0,256.0,$5842.91,Unknown,26.0,20.0,73.0,7.0,Carrier C,$687.00,Supplier 5,Bangalore,4.0,709.0,1.0,,Pass,2.19,Air,,725.96,0.0
skincare,T021357-0000/02,71720.0,59.0,202.0,$2839.89,Male,61.0,2.0,75.0,3.0,,$704.00,Supplier 4,Chennai,2.0,222.0,8.0,$48.1,Pending,1.64,Air,B route,130.06,2414336.0
cosmetics,T021365-0000/40,89920.0,73.0,36.0,$5128.47,Male,44.0,1.0,12.0,4.0,Carrier C,$177.00,Supplier 3,Delhi,10.0,469.0,23.0,$57.75,Pass,4.23,Sea,routeA,,0.0
skincare,T021365-0000/36,97540.0,92.0,,$2270.82,Female,65.0,8.0,19.0,8.0,Carrier A,$227.00,Supplier 5,Delhi,23.0,769.0,10.0,$22.91,,4.72,Road,routeA,353.63,0.0
cosmetics,T021365-0000/29,36030.0,10.0,,$4133.72,,25.0,3.0,84.0,8.0,Carrier C,$292.00,Supplier 5,Kolkata,8.0,,14.0,$12.28,Fail,1.49,Air,C route,147.24,0.0
,T021365-0000/20,65220.0,66.0,400.0,,Non-binary,3.0,4.0,87.0,7.0,Carrier B,$334.00,Supplier 5,Kolkata,,843.0,4.0,$29.41,Pending,0.16,Road,route_A,,0.0
haircare,T021365-0000/02,64940.0,41.0,922.0,,Non-binary,90.0,10.0,57.0,4.0,Carrier B,$893.00,Supplier 4,Bangalore,,720.0,14.0,$34.85,Pass,1.97,Rail,route_B,926.31,2146305.0
haircare,T021356-0000/40,26270.0,77.0,663.0,$2013.47,Unknown,44.0,4.0,71.0,2.0,Carrier B,$477.00,Supplier 4,Chennai,11.0,,12.0,$77.79,Pass,1.74,Sea,c,824.13,401553.0
cosmetics,T021356-0000/36,28210.0,81.0,149.0,$5913.06,Female,,27.0,40.0,8.0,Carrier B,$594.00,Supplier 2,Kolkata,8.0,894.0,20.0,$71.5,Pending,4.57,Air,A route,737.08,1102745.0
cosmetics,T021356-0000/29,6400.0,35.0,635.0,$9892.63,Male,42.0,20.0,4.0,2.0,Carrier A,,Supplier 1,Mumbai,22.0,175.0,7.0,$17.56,Pass,,Air,b,214.82,0.0
skincare,T021356-0000/20,79760.0,9.0,732.0,$1429.01,Female,44.0,29.0,55.0,2.0,Carrier A,$845.00,Supplier 2,Kolkata,6.0,631.0,23.0,$18.2,Pending,1.81,Air,B route,,0.0
,T021356-0000/02,49040.0,25.0,156.0,$9870.87,Non-binary,43.0,,67.0,1.0,Carrier B,$200.00,Supplier 1,Delhi,26.0,198.0,5.0,$34.38,Fail,2.0,Sea,c,854.58,0.0
,T021364-0000/40,77390.0,,,$1143.96,Unknown,42.0,14.0,11.0,6.0,Carrier B,$214.00,Supplier 3,Kolkata,23.0,356.0,3.0,$22.04,Pass,2.48,Rail,B route,690.52,2397353.0
haircare,T021364-0000/36,3270.0,73.0,556.0,$4284.19,Unknown,37.0,4.0,,6.0,Carrier A,,,Bangalore,24.0,724.0,24.0,$66.94,,3.96,Air,c,637.62,1337151.0
skincare,T021364-0000/29,85020.0,69.0,880.0,$9595.29,Unknown,8.0,18.0,64.0,8.0,Carrier A,$799.00,Supplier 4,,8.0,888.0,4.0,$36.81,Pass,1.5,Road,A,371.81,1829804.0
,T021364-0000/20,14180.0,,148.0,,Unknown,30.0,27.0,44.0,7.0,Carrier C,,Supplier 5,Chennai,10.0,899.0,8.0,$64.58,Pass,0.97,Air,B route,865.13,0.0
cosmetics,T021364-0000/02,,,,$3986.7,Unknown,49.0,7.0,43.0,4.0,Carrier B,$214.00,Supplier 5,Kolkata,2.0,658.0,2.0,$39.2,Pass,2.16,Sea,a,817.51,0.0
cosmetics,T021355-0000/40,21560.0,69.0,274.0,$5093.92,Male,27.0,26.0,55.0,7.0,Carrier A,$272.00,Supplier 2,Mumbai,1.0,445.0,2.0,$74.07,Fail,1.02,Air,C,137.25,0.0
cosmetics,T021355-0000/36,16770.0,41.0,461.0,$6639.14,Unknown,15.0,3.0,,8.0,Carrier A,$820.00,Supplier 2,,19.0,398.0,5.0,$22.78,Pass,1.94,Rail,A,281.05,1363636.0
haircare,T021355-0000/29,25310.0,14.0,894.0,$7441.35,Female,33.0,18.0,8.0,3.0,Carrier C,$538.00,Supplier 2,,6.0,340.0,9.0,$74.72,Pass,3.77,Sea,b,156.06,0.0
skincare,T021355-0000/20,30460.0,23.0,929.0,$9472.96,Male,79.0,22.0,42.0,4.0,Carrier A,$833.00,Supplier 5,Mumbai,28.0,119.0,23.0,$30.54,Pending,,,routeA,603.96,0.0
skincare,T021355-0000/02,23210.0,57.0,66.0,$9902.63,Unknown,75.0,9.0,67.0,7.0,Carrier A,$646.00,Supplier 3,Delhi,2.0,547.0,21.0,$66.48,Pass,1.83,Rail,route_A,510.03,0.0
haircare,P011000-0000/00,29920.0,2.0,437.0,,Male,91.0,23.0,87.0,2.0,Carrier A,$637.00,Supplier 5,Kolkata,3.0,435.0,,$25.2,Pending,3.87,Rail,B route,648.52,
skincare,P011200-0000/03,46560.0,47.0,783.0,$5282.28,Non-binary,,9.0,29.0,2.0,Carrier C,$497.00,Supplier 1,,17.0,365.0,4.0,$79.75,Pending,1.5,Air,C route,712.26,1488461.0
cosmetics,P011100-0000/02,87170.0,44.0,166.0,,Female,,8.0,64.0,6.0,Carrier C,$188.00,Supplier 3,Delhi,16.0,,29.0,$89.14,Pending,4.44,Rail,routeC,851.45,592724.0
skincare,P010700-0000/05,99580.0,10.0,360.0,$6439.98,Male,78.0,27.0,55.0,6.0,Carrier A,$948.00,Supplier 2,Kolkata,20.0,943.0,20.0,$97.22,,2.5,Air,B route,867.43,2049484.0
skincare,P010500-0000/04,,27.0,929.0,$9247.57,Unknown,88.0,10.0,53.0,9.0,Carrier B,$184.00,Supplier 4,Bangalore,2.0,,17.0,$14.73,Fail,0.6,Air,,279.71,1884749.0
cosmetics,P010800-0000/02,22890.0,45.0,530.0,$1704.51,Unknown,63.0,12.0,86.0,,Carrier A,$741.00,,Delhi,21.0,554.0,,$57.1,Pending,3.91,Road,route_C,334.73,2379620.0
skincare,P010800-0000/01,28040.0,56.0,520.0,$6693.82,Non-binary,77.0,12.0,67.0,,,$379.00,Supplier 1,Kolkata,11.0,532.0,12.0,$73.41,,4.87,Sea,B,523.75,0.0
,P010700-0000/02,66530.0,96.0,289.0,,Female,34.0,26.0,72.0,8.0,Carrier B,$615.00,Supplier 3,Bangalore,22.0,751.0,28.0,$28.12,Pending,3.85,Road,C,622.3,0.0
haircare,P010700-0000/03,30620.0,,314.0,$5991.1,Male,82.0,4.0,71.0,8.0,Carrier B,$309.00,Supplier 3,Delhi,2.0,795.0,13.0,$77.17,,,Air,C route,658.54,1704044.0
haircare,P010700-0000/01,32460.0,21.0,625.0,$3150.08,Male,84.0,3.0,58.0,5.0,Carrier B,$718.00,Supplier 3,Bangalore,3.0,851.0,9.0,$51.23,Pending,1.81,Rail,B,584.06,1148208.0
skincare,P010600-0000/03,93300.0,41.0,839.0,$2142.55,Unknown,,1.0,14.0,4.0,Carrier A,$340.00,Supplier 1,Bangalore,1.0,630.0,,$36.77,Pass,0.36,Air,A route,876.59,0.0
skincare,P010600-0000/02,94770.0,6.0,440.0,$2110.4,Female,7.0,15.0,27.0,3.0,Carrier A,$808.00,,Chennai,1.0,688.0,15.0,$35.57,Pending,0.98,Rail,route_B,,678242.0
skincare,P010600-0000/01,18970.0,30.0,589.0,$1150.68,Unknown,67.0,26.0,94.0,4.0,Carrier B,$297.00,Supplier 4,Delhi,26.0,259.0,7.0,$12.73,Pass,4.48,Sea,route_A,,0.0
haircare,P010500-0000/03,,22.0,488.0,$6585.58,Female,2.0,26.0,67.0,8.0,Carrier C,$162.00,Supplier 2,Chennai,8.0,938.0,17.0,$11.09,Fail,2.5,,A route,347.04,2191325.0
haircare,P010500-0000/02,26710.0,57.0,480.0,,Unknown,65.0,3.0,,8.0,,$256.00,Supplier 3,,8.0,229.0,22.0,$18.75,Pass,3.3,Rail,C route,532.27,0.0
cosmetics,P010500-0000/01,92490.0,88.0,378.0,$8920.45,Unknown,65.0,24.0,84.0,6.0,Carrier C,$862.00,Supplier 3,,9.0,173.0,3.0,$95.64,Pass,1.62,Sea,route_B,,0.0
skincare,C616956-5621/12,,85.0,745.0,$6319.25,Unknown,5.0,10.0,95.0,8.0,Carrier C,$559.00,,Mumbai,16.0,,16.0,$83.79,,3.95,Rail,B route,983.79,0.0
skincare,C616956-5621/35,19030.0,87.0,313.0,$9534.55,Female,34.0,22.0,64.0,9.0,Carrier B,$948.00,Supplier 3,Delhi,,837.0,11.0,$48.55,Pass,3.12,Road,,813.45,0.0
,C616956-AZ2A/35,92670.0,45.0,474.0,$8821.75,Male,55.0,15.0,37.0,5.0,Carrier C,$517.00,Supplier 4,Mumbai,14.0,901.0,21.0,$99.68,,0.45,Road,route_A,,0.0
skincare,C616956-AZ2D/12,27000.0,59.0,391.0,$1765.16,Female,37.0,16.0,96.0,5.0,,$170.00,Supplier 4,Kolkata,3.0,440.0,6.0,$49.65,Pass,0.05,Air,route_C,736.13,0.0
skincare,C616956-AZ3A/35,72410.0,14.0,890.0,$9997.83,Unknown,89.0,26.0,,9.0,Carrier B,$265.00,Supplier 4,Kolkata,9.0,332.0,2.0,$60.19,Pass,0.69,Rail,A,573.91,0.0
haircare,C616956-AZ3D/12,66720.0,15.0,850.0,$5409.12,Unknown,38.0,24.0,53.0,9.0,Carrier C,$735.00,Supplier 4,Delhi,13.0,206.0,20.0,$81.4,Fail,1.12,Road,routeC,868.08,1807821.0
skincare,C616995-5621/12,40170.0,7.0,610.0,$2623.37,Female,,10.0,,3.0,,$149.00,Supplier 1,,10.0,763.0,26.0,$35.95,Fail,1.74,Air,routeC,908.21,0.0
cosmetics,C616995-5621/35,29420.0,55.0,638.0,$2960.34,Unknown,20.0,18.0,79.0,4.0,Carrier C,$666.00,Supplier 3,Chennai,5.0,880.0,16.0,$61.01,Fail,1.36,Road,c,791.63,0.0
,C616995-AZ2A/35,40120.0,49.0,119.0,$5743.19,Male,,26.0,28.0,,Carrier A,$301.00,Supplier 2,Mumbai,29.0,236.0,,$74.31,Pending,1.93,Road,c,760.71,0.0
cosmetics,C616995-AZ2D/12,14360.0,68.0,169.0,$4472.69,Unknown,84.0,17.0,2.0,7.0,Carrier C,$525.00,Supplier 4,Bangalore,29.0,749.0,24.0,,Pending,4.32,Air,B,303.65,
haircare,C616995-AZ3A/35,6030.0,77.0,,$4523.19,Female,2.0,9.0,27.0,7.0,Carrier B,$946.00,Supplier 2,Chennai,17.0,487.0,12.0,$71.39,Fail,3.49,Sea,C,534.03,0.0
skincare,C616995-AZ3D/12,,53.0,87.0,$8762.53,Male,97.0,13.0,43.0,9.0,Carrier A,$183.00,Supplier 2,Bangalore,2.0,680.0,22.0,$83.53,Pass,,Road,route_B,896.28,
haircare,C616908-5621/12,99690.0,18.0,757.0,$6514.7,Female,23.0,5.0,79.0,3.0,Carrier C,$383.00,Supplier 1,Bangalore,19.0,887.0,24.0,$47.03,Pending,0.48,Road,route_A,322.84,0.0
,C616908-5621/35,46380.0,91.0,872.0,$9559.05,Male,36.0,26.0,,3.0,Carrier C,$957.00,Supplier 3,Bangalore,25.0,922.0,27.0,$50.44,Fail,0.22,Rail,C,115.81,0.0
skincare,C616908-AZ2A/35,14170.0,37.0,830.0,$8954.23,Female,46.0,5.0,4.0,7.0,Carrier B,$131.00,Supplier 2,Chennai,23.0,895.0,15.0,$80.94,,3.57,Air,routeA,107.03,2004023.0
haircare,C616908-AZ2D/12,85730.0,21.0,280.0,,Female,54.0,21.0,33.0,5.0,Carrier C,$544.00,Supplier 4,Kolkata,21.0,328.0,21.0,$84.56,Pending,3.65,Road,B,814.82,0.0
cosmetics,C616908-AZ3A/35,99800.0,2.0,694.0,$4302.31,Non-binary,7.0,11.0,32.0,2.0,Carrier C,$512.00,Supplier 1,Mumbai,,272.0,28.0,$78.07,Pending,0.32,Road,a,889.01,
haircare,C616908-AZ3D/12,76120.0,95.0,337.0,$9227.32,Female,7.0,24.0,7.0,5.0,,$667.00,Supplier 2,Bangalore,14.0,,2.0,$97.99,Pending,2.51,,B route,343.12,0.0
haircare,C625683-0232/21,94720.0,38.0,555.0,$5149.94,Female,28.0,,23.0,7.0,Carrier C,$618.00,Supplier 5,Delhi,1.0,800.0,4.0,$91.52,Pass,0.32,Rail,routeC,662.88,0.0
cosmetics,C625683-0232/03,,19.0,105.0,$7898.75,Non-binary,25.0,29.0,73.0,8.0,Carrier C,$230.00,Supplier 4,Mumbai,29.0,,29.0,$44.33,Pending,2.59,Road,A route,263.3,0.0
cosmetics,C625683-0232/28,23020.0,44.0,304.0,$6487.79,Male,37.0,10.0,69.0,8.0,Carrier B,$876.00,,Kolkata,23.0,827.0,20.0,$23.18,Pass,1.8,,,730.52,0.0
skincare,C625683-0160/21,85150.0,72.0,343.0,$6293.39,Unknown,4.0,14.0,80.0,9.0,Carrier C,$337.00,Supplier 5,Bangalore,6.0,347.0,15.0,$59.19,Fail,2.73,Road,routeA,191.96,0.0
,C625683-0160/03,55650.0,80.0,89.0,,Unknown,12.0,29.0,54.0,3.0,Carrier B,$155.00,Supplier 3,Mumbai,5.0,682.0,23.0,$47.34,Pending,4.53,Road,a,,2235404.0
skincare,C625683-0160/28,,26.0,678.0,$4119.08,Unknown,86.0,26.0,8.0,7.0,Carrier C,$960.00,Supplier 5,Mumbai,13.0,773.0,11.0,$79.7,Pending,1.9,Rail,routeA,947.71,0.0
haircare,C625665-0232/21,63920.0,26.0,216.0,$7628.27,Non-binary,10.0,4.0,97.0,4.0,Carrier A,$362.00,Supplier 1,Kolkata,24.0,865.0,13.0,$60.32,Pending,4.77,,routeB,251.27,0.0
cosmetics,C625665-0232/03,93560.0,73.0,696.0,$1272.76,Male,66.0,22.0,28.0,6.0,Carrier B,$890.00,Supplier 3,Mumbai,,887.0,,$76.25,Pass,3.99,Sea,a,530.72,0.0
,C625665-0232/28,56530.0,10.0,557.0,$6501.21,Non-binary,86.0,21.0,15.0,9.0,Carrier B,$876.00,Supplier 5,Chennai,15.0,520.0,23.0,$65.35,Pending,4.66,Road,a,346.34,0.0
haircare,C625665-0160/21,44240.0,57.0,737.0,$3440.38,Female,93.0,6.0,,3.0,Carrier C,$124.00,Supplier 5,Delhi,4.0,542.0,1.0,$53.33,Fail,4.24,Road,C route,843.47,736284.0
haircare,C625665-0160/03,3900.0,61.0,,$9904.92,Non-binary,93.0,22.0,56.0,8.0,Carrier C,$600.00,Supplier 5,Mumbai,28.0,823.0,2.0,$78.54,Pass,0.76,Air,C route,935.14,2482376.0
skincare,C625665-0160/28,75210.0,4.0,800.0,$6758.87,Non-binary,,26.0,27.0,2.0,Carrier B,$663.00,Supplier 3,Bangalore,28.0,136.0,16.0,$46.23,Fail,1.47,,route_C,705.93,0.0
haircare,C625647-0232/21,80450.0,1.0,40.0,$2116.17,Unknown,87.0,1.0,88.0,,Carrier B,$575.00,Supplier 1,Kolkata,2.0,905.0,,$22.55,Fail,4.93,Air,routeB,617.71,2353345.0
cosmetics,C625647-0232/03,79180.0,,472.0,$3269.68,Unknown,42.0,,86.0,5.0,Carrier C,$449.00,Supplier 1,,,490.0,5.0,$91.56,Fail,3.9,Rail,route_C,162.51,0.0
skincare,C625647-0232/28,70120.0,64.0,,$1041.44,Unknown,7.0,22.0,74.0,1.0,Carrier B,$388.00,Supplier 5,Bangalore,3.0,550.0,19.0,$64.83,Pending,1.16,Air,C route,260.75,0.0
haircare,C625647-0160/21,13260.0,34.0,850.0,,,76.0,2.0,58.0,5.0,Carrier A,$434.00,Supplier 2,Delhi,26.0,307.0,3.0,$22.23,Pending,0.31,Road,C route,825.37,1495569.0
cosmetics,C625647-0160/03,75040.0,94.0,718.0,$8806.37,Female,,6.0,75.0,5.0,Carrier B,$963.00,Supplier 4,Chennai,,195.0,15.0,$29.38,Pending,4.04,Rail,B route,323.95,0.0
cosmetics,C625647-0160/28,80370.0,92.0,235.0,$2204.8,Non-binary,85.0,14.0,98.0,5.0,Carrier A,,Supplier 5,Bangalore,20.0,956.0,21.0,,Fail,2.17,Rail,c,229.59,0.0
,C622982-20783/1,33260.0,32.0,782.0,$6996.88,Male,,14.0,35.0,9.0,Carrier B,$688.00,Supplier 2,Kolkata,8.0,946.0,,$72.71,Fail,0.21,Sea,C route,450.02,1935283.0
cosmetics,C622982-20754/1,31950.0,25.0,667.0,$7413.53,Unknown,58.0,1.0,7.0,4.0,Carrier B,$438.00,Supplier 5,,2.0,772.0,15.0,$84.49,Fail,4.94,Sea,routeA,449.72,0.0
,C622965-20754/1,37050.0,16.0,85.0,$4452.52,Female,62.0,14.0,45.0,1.0,Carrier A,$728.00,Supplier 1,Bangalore,9.0,946.0,21.0,$22.34,Pending,1.74,Road,routeB,298.66,2153644.0
haircare,C622930-20783/1,19600.0,33.0,633.0,$1772.51,Unknown,43.0,12.0,99.0,1.0,Carrier A,$586.00,Supplier 2,Bangalore,20.0,,16.0,$93.59,Fail,2.96,Road,routeC,105.97,0.0
skincare,C640479-0000/20,88640.0,35.0,678.0,$7385.76,Male,,14.0,58.0,1.0,Carrier C,$913.00,Supplier 4,Bangalore,14.0,683.0,17.0,$94.97,Pending,4.71,Sea,routeA,346.3,0.0
skincare,C640479-0000/09,1820.0,23.0,643.0,$9423.72,Unknown,22.0,28.0,6.0,6.0,Carrier B,$610.00,Supplier 2,Mumbai,6.0,805.0,12.0,$80.06,Fail,,Road,C route,498.88,1644773.0
cosmetics,C640479-0000/04,36850.0,8.0,435.0,$3739.49,Non-binary,90.0,23.0,63.0,6.0,Carrier A,$372.00,Supplier 2,Kolkata,10.0,643.0,6.0,$17.88,Pending,4.0,Sea,route_B,774.51,1913637.0
haircare,C640479-0000/02,81370.0,,911.0,$9325.16,Female,38.0,10.0,40.0,3.0,Carrier A,$208.00,Supplier 4,Mumbai,15.0,240.0,12.0,$74.14,Pass,0.8,Air,routeB,998.8,0.0
skincare,C640465-0000/20,34200.0,99.0,51.0,$7205.53,Female,59.0,13.0,55.0,7.0,Carrier C,$791.00,Supplier 1,Chennai,15.0,716.0,21.0,$76.08,Fail,2.51,Road,route_C,703.4,0.0
cosmetics,C640465-0000/09,59560.0,28.0,756.0,$7796.09,Non-binary,92.0,22.0,76.0,1.0,Carrier C,$709.00,Supplier 2,Bangalore,5.0,669.0,2.0,$31.72,Fail,1.3,Sea,,,
skincare,C640465-0000/04,70850.0,26.0,268.0,$8569.89,Non-binary,76.0,27.0,13.0,7.0,Carrier B,,Supplier 3,,22.0,491.0,1.0,$32.63,Pending,2.93,Air,B route,573.23,2245059.0
skincare,C640465-0000/02,5240.0,,575.0,$8542.18,Male,31.0,19.0,73.0,7.0,Carrier B,$852.00,Supplier 2,Kolkata,29.0,233.0,2.0,$55.7,Fail,1.27,Sea,routeA,525.38,0.0
cosmetics,C640447-0000/20,,40.0,554.0,$8686.95,Male,94.0,20.0,14.0,1.0,Carrier A,$883.00,Supplier 4,Bangalore,11.0,451.0,13.0,$68.78,Pass,4.5,Rail,B,330.2,971516.0
