Product type,SKU,Estimated price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Demurrage
cosmetics,6666ds,28020.0,26.0,425.0,$2809.16,Unknown,90.0,27.0,26.0,1.0,Carrier C,$532.00,Supplier 1,Chennai,14.0,570.0,24.0,$21.87,Pending,2.8,Road,A route,889.52,1740191.0
,3333ff,75930.0,56.0,787.0,,,51.0,23.0,44.0,2.0,Carrier A,$654.00,Supplier 2,Mumbai,26.0,506.0,28.0,$73.23,Pending,4.38,Sea,route_B,724.17,0.0
skincare,060900011,43830.0,96.0,4.0,$1810.2,Male,,12.0,81.0,1.0,Carrier A,$605.00,Supplier 3,Chennai,11.0,653.0,18.0,,Fail,4.41,Rail,,200.87,0.0
skincare,060900012,,57.0,47.0,$9120.33,Non-binary,91.0,15.0,72.0,7.0,Carrier C,$162.00,Supplier 4,Delhi,6.0,396.0,17.0,$51.05,Pass,2.94,Air,A route,519.64,867239.0
skincare,060900013,10230.0,49.0,183.0,$2379.56,,49.0,2.0,44.0,1.0,Carrier C,$140.00,Supplier 4,Kolkata,17.0,370.0,5.0,$59.3,Fail,2.7,Sea,C,,0.0
haircare,060900014,13190.0,14.0,457.0,$9411.64,,78.0,17.0,94.0,1.0,Carrier C,$562.00,Supplier 5,Chennai,24.0,800.0,21.0,$27.76,Pending,0.31,Rail,c,543.29,0.0
haircare,060900015,1950.0,13.0,572.0,$9267.92,Non-binary,82.0,8.0,35.0,9.0,Carrier B,$546.00,Supplier 5,Mumbai,8.0,690.0,,$53.04,Pass,3.44,Sea,c,518.04,0.0
cosmetics,060900016,,24.0,851.0,$7289.45,,68.0,,,9.0,Carrier C,$149.00,Supplier 1,Bangalore,15.0,746.0,,$71.44,Pass,0.12,Rail,B,617.13,2463834.0
cosmetics,MAGICDOORBL,2140.0,82.0,609.0,$7455.4,Female,62.0,11.0,69.0,3.0,Carrier B,,Supplier 3,Kolkata,21.0,357.0,26.0,$70.5,Pending,3.23,Rail,a,172.88,1183757.0
skincare,MAGICDOORNE,81640.0,13.0,210.0,$6963.37,,82.0,14.0,,3.0,Carrier A,,Supplier 3,Chennai,16.0,523.0,,$75.58,Fail,3.48,Rail,routeC,792.77,0.0
cosmetics,SENSOR,53240.0,47.0,794.0,,,17.0,12.0,32.0,9.0,Carrier A,$315.00,Supplier 2,Bangalore,4.0,947.0,14.0,$92.42,Pending,4.63,Air,A route,519.59,
cosmetics,BOTON,47280.0,,574.0,$5829.65,Non-binary,33.0,9.0,,8.0,Carrier B,$785.00,Supplier 5,Delhi,12.0,662.0,21.0,$91.34,Pass,3.87,Air,B,727.97,1348485.0
skincare,102000006,68920.0,32.0,500.0,$3486.83,Non-binary,71.0,16.0,28.0,6.0,Carrier B,$198.00,Supplier 2,Bangalore,28.0,966.0,7.0,,Fail,,Sea,A,218.57,0.0
skincare,102000703,87150.0,40.0,423.0,$6652.02,Female,30.0,14.0,13.0,7.0,Carrier A,$904.00,Supplier 1,Chennai,6.0,669.0,21.0,$95.0,Fail,2.37,Sea,A,718.52,328804.0
cosmetics,44,88280.0,24.0,929.0,$5852.63,Female,,3.0,63.0,2.0,Carrier C,$235.00,Supplier 5,Chennai,13.0,242.0,25.0,$46.1,Pass,0.49,Air,c,628.32,0.0
haircare,33,12450.0,18.0,590.0,$2899.7,Unknown,89.0,13.0,55.0,4.0,Carrier B,,Supplier 5,Kolkata,11.0,159.0,16.0,$55.56,Fail,4.89,Air,route_C,,
skincare,11,50550.0,14.0,180.0,$4703.07,Unknown,45.0,9.0,43.0,3.0,Carrier A,$840.00,,Mumbai,22.0,471.0,11.0,$56.0,Fail,1.26,,b,469.26,0.0
haircare,22,93940.0,32.0,,$5066.01,Non-binary,97.0,21.0,96.0,9.0,Carrier B,$948.00,Supplier 3,Bangalore,28.0,,15.0,$80.26,Fail,3.85,Road,C,825.9,1074862.0
cosmetics,015100FX,3090.0,90.0,290.0,$5365.19,Female,8.0,9.0,53.0,8.0,Carrier A,$919.00,Supplier 4,Kolkata,27.0,673.0,11.0,$62.96,Pass,3.23,Road,routeA,340.42,
cosmetics,C630803-0000/35,21570.0,69.0,919.0,$5425.93,Female,60.0,24.0,61.0,2.0,Carrier A,,Supplier 1,Bangalore,1.0,422.0,6.0,$34.22,Pass,3.77,Rail,A,706.13,0.0
skincare,C630803-0000/01,94480.0,66.0,160.0,$8590.2,Non-binary,87.0,,68.0,2.0,Carrier A,$320.00,Supplier 3,Mumbai,27.0,896.0,12.0,$40.23,Pending,4.91,Road,route_C,797.56,1046368.0
haircare,C630803-0000/48,67880.0,96.0,967.0,$4004.5,Male,53.0,20.0,57.0,8.0,Carrier C,$512.00,,Mumbai,2.0,470.0,22.0,$49.35,Pass,4.53,Rail,B route,296.82,0.0
cosmetics,C630803-0000/43,81280.0,2.0,423.0,$1744.78,Female,80.0,11.0,89.0,7.0,Carrier A,$373.00,Supplier 4,Delhi,8.0,223.0,27.0,$66.03,Pass,2.55,Rail,route_A,676.22,
haircare,C630803-0000/47,39780.0,,460.0,$1554.29,Female,71.0,17.0,77.0,4.0,Carrier B,$862.00,Supplier 5,Chennai,,358.0,25.0,$83.56,Fail,4.59,Road,A,773.4,429278.0
cosmetics,C630803-0000/50,48910.0,60.0,70.0,$4250.68,Female,43.0,8.0,99.0,3.0,Carrier A,$622.00,Supplier 5,Kolkata,29.0,766.0,4.0,$27.63,Fail,2.04,,A route,105.21,0.0
cosmetics,C630803-0000/30,82440.0,7.0,133.0,$8445.7,Non-binary,87.0,9.0,69.0,3.0,,$718.00,Supplier 4,Delhi,14.0,,22.0,$20.07,Pass,4.43,Road,route_C,712.84,0.0
haircare,C630803-0000/20,16000.0,15.0,131.0,$7670.91,Unknown,14.0,21.0,6.0,4.0,Carrier A,$154.00,Supplier 5,Chennai,3.0,529.0,28.0,$39.64,Pass,3.44,Sea,A,817.26,0.0
cosmetics,C630803-0000/03,74460.0,48.0,136.0,$6929.0,Female,39.0,14.0,28.0,1.0,Carrier A,$904.00,Supplier 3,Chennai,19.0,136.0,5.0,$78.04,Pass,3.63,Air,A,494.15,
haircare,C630803-0000/36,39400.0,94.0,295.0,$7887.33,Male,80.0,14.0,73.0,,,$430.00,Supplier 3,Delhi,28.0,320.0,28.0,$28.17,Pass,4.12,Air,route_C,653.39,0.0
haircare,C630845-0000/35,56410.0,87.0,898.0,$2577.89,Female,79.0,20.0,50.0,3.0,Carrier A,$686.00,Supplier 5,Mumbai,13.0,346.0,21.0,$75.16,Pending,0.66,Rail,routeB,909.19,0.0
skincare,C630845-0000/43,31540.0,91.0,613.0,$4143.49,Female,30.0,4.0,6.0,3.0,Carrier B,,Supplier 5,Chennai,12.0,827.0,,$87.78,,4.6,Air,B route,532.31,0.0
,C630845-0000/50,21550.0,77.0,210.0,$6652.02,Non-binary,99.0,26.0,74.0,3.0,Carrier B,$628.00,Supplier 3,Chennai,22.0,633.0,9.0,,Pending,1.06,Air,routeB,619.34,1106358.0
skincare,C630845-0000/30,68960.0,92.0,819.0,$2747.08,Male,45.0,4.0,52.0,8.0,Carrier B,$237.00,Supplier 3,Bangalore,8.0,596.0,25.0,$15.77,Pass,1.18,Road,A route,439.64,0.0
haircare,C630845-0000/20,47730.0,91.0,647.0,$3380.28,Female,46.0,28.0,36.0,5.0,,$535.00,Supplier 1,,,154.0,15.0,$25.08,Pending,0.42,Air,A,662.3,2267565.0
cosmetics,062500500,53600.0,30.0,30.0,$4577.05,Female,3.0,,26.0,1.0,Carrier C,$187.00,Supplier 3,Delhi,,899.0,23.0,$44.33,Fail,2.2,Sea,A route,933.53,2126768.0
cosmetics,DC-6,19790.0,2.0,618.0,$3105.19,Non-binary,58.0,9.0,67.0,2.0,Carrier C,$659.00,Supplier 4,Mumbai,26.0,462.0,10.0,$69.0,Pending,2.26,Road,B route,,2347459.0
haircare,M050107-0000/07,26070.0,94.0,608.0,$5157.35,Male,22.0,28.0,1.0,6.0,Carrier C,$455.00,Supplier 5,Mumbai,1.0,,,$56.67,Pending,3.31,Rail,routeA,562.4,2284097.0
haircare,M050107-0000/08,79180.0,67.0,706.0,$6058.99,,61.0,29.0,54.0,7.0,Carrier A,$451.00,Supplier 4,Kolkata,24.0,961.0,2.0,$30.43,Pending,4.31,Air,A,378.2,0.0
cosmetics,M050108-0000/00,28540.0,55.0,513.0,$7522.83,Non-binary,88.0,22.0,21.0,1.0,Carrier C,$608.00,Supplier 3,Mumbai,12.0,740.0,27.0,$17.23,Pending,0.93,Sea,b,681.96,0.0
haircare,M050109-0000/00,83000.0,22.0,911.0,$1589.94,Female,62.0,7.0,95.0,6.0,Carrier C,$855.00,Supplier 3,Mumbai,3.0,,1.0,$25.28,Fail,1.04,Rail,C route,518.57,920981.0
skincare,M050109-0000/01,86710.0,,214.0,$7153.45,Male,47.0,8.0,78.0,4.0,Carrier B,$177.00,Supplier 1,Kolkata,21.0,792.0,,$76.26,Fail,1.61,Rail,B route,,0.0
cosmetics,M050110-0000/00,11600.0,14.0,309.0,$8285.63,,93.0,3.0,,1.0,Carrier A,$280.00,Supplier 2,,18.0,532.0,18.0,$42.47,Pending,2.73,Road,route_B,577.75,2245553.0
haircare,M050111-0000/00,30380.0,15.0,871.0,$4754.27,Unknown,38.0,12.0,86.0,9.0,Carrier A,$182.00,Supplier 5,,27.0,740.0,15.0,$55.87,,4.89,Road,routeC,752.12,0.0
skincare,M050112-0000/00,52570.0,50.0,692.0,$2876.78,Non-binary,31.0,11.0,90.0,4.0,Carrier C,$499.00,Supplier 2,Kolkata,21.0,931.0,10.0,$42.98,Pending,3.68,Air,routeA,416.13,1786945.0
skincare,M050113-0000/00,21670.0,14.0,304.0,$9159.26,Male,92.0,26.0,12.0,2.0,Carrier B,$747.00,Supplier 5,Delhi,27.0,,19.0,$94.79,Pending,4.24,Air,B,,1930852.0
haircare,C623319-0000/04,,34.0,162.0,$8624.04,Non-binary,55.0,18.0,,4.0,Carrier A,,Supplier 2,Mumbai,1.0,376.0,9.0,$44.93,Pass,2.64,Sea,routeB,660.77,0.0
haircare,C623319-0000/35,51470.0,3.0,859.0,$3494.81,,80.0,,74.0,1.0,Carrier A,$468.00,Supplier 5,Mumbai,1.0,,23.0,$91.57,Pass,3.15,Road,b,793.77,328596.0
skincare,C623319-0000/43,51070.0,44.0,247.0,$7832.69,Male,2.0,22.0,56.0,6.0,Carrier A,$509.00,Supplier 5,Bangalore,11.0,194.0,1.0,$67.28,Pass,2.32,Sea,A route,453.18,2180451.0
cosmetics,C623319-0000/20,7800.0,17.0,242.0,$7007.26,Non-binary,76.0,10.0,90.0,6.0,Carrier B,$171.00,Supplier 3,Chennai,10.0,300.0,3.0,$39.89,Pending,1.14,Air,route_B,404.4,0.0
haircare,C623347-0000/04,9950.0,48.0,755.0,$7851.76,Non-binary,89.0,17.0,37.0,7.0,Carrier B,$806.00,Supplier 3,Bangalore,8.0,616.0,19.0,$24.99,Fail,3.36,Road,b,448.82,0.0
cosmetics,C623347-0000/35,87520.0,35.0,533.0,$3399.08,Unknown,92.0,29.0,48.0,5.0,Carrier B,$919.00,Supplier 3,Mumbai,5.0,157.0,27.0,$39.31,Pass,4.45,Air,route_A,133.63,
haircare,C623347-0000/43,21780.0,,980.0,$9180.44,Non-binary,94.0,,12.0,3.0,Carrier C,$932.00,Supplier 3,Chennai,14.0,439.0,15.0,$24.92,Pass,1.53,,routeC,552.14,0.0
haircare,C623347-0000/20,49060.0,62.0,,$3667.14,Non-binary,39.0,3.0,38.0,3.0,Carrier B,$888.00,Supplier 2,Kolkata,9.0,553.0,8.0,$26.33,Fail,2.43,Sea,a,246.18,0.0
haircare,C623365-0000/04,47240.0,97.0,316.0,$2604.16,Female,12.0,8.0,34.0,5.0,Carrier C,$185.00,Supplier 5,Delhi,20.0,583.0,8.0,$17.85,Fail,4.59,Air,a,599.1,0.0
haircare,C623365-0000/43,59880.0,61.0,196.0,$7030.3,,35.0,20.0,,9.0,Carrier C,$108.00,Supplier 3,Chennai,10.0,844.0,11.0,$73.45,Fail,2.49,Sea,c,714.22,1073495.0
skincare,C623365-0000/20,23940.0,,827.0,$4927.57,Male,5.0,10.0,17.0,2.0,Carrier A,$269.00,Supplier 3,Chennai,12.0,826.0,2.0,$70.93,Pass,1.65,Road,c,222.56,1584745.0
cosmetics,C623382-0000/04,74820.0,55.0,978.0,$2638.49,Non-binary,6.0,15.0,65.0,1.0,Carrier B,$810.00,Supplier 2,Bangalore,23.0,381.0,,$60.92,Pending,4.03,Sea,B,345.34,1068083.0
cosmetics,C623382-0000/35,30500.0,92.0,377.0,$1913.05,Non-binary,37.0,22.0,46.0,6.0,Carrier B,,Supplier 2,Mumbai,27.0,741.0,28.0,$92.16,,2.59,Road,b,536.06,0.0
cosmetics,C623382-0000/43,28150.0,17.0,290.0,$2155.19,Unknown,39.0,17.0,62.0,3.0,Carrier B,$641.00,Supplier 4,Delhi,27.0,210.0,7.0,$75.46,Fail,4.01,Air,B,791.89,0.0
haircare,U020525-0000/40,84950.0,76.0,201.0,$9377.85,Female,77.0,8.0,29.0,5.0,Carrier A,$792.00,Supplier 3,Bangalore,15.0,860.0,11.0,$79.42,Pass,4.15,Air,route_B,,688034.0
skincare,U020525-0000/51,40150.0,58.0,297.0,$9131.11,,11.0,8.0,32.0,8.0,Carrier C,$970.00,Supplier 2,Delhi,4.0,999.0,2.0,$19.47,Pending,4.28,Air,routeC,656.75,1168094.0
cosmetics,P040100-0000/01,10350.0,73.0,357.0,$2156.69,,47.0,15.0,15.0,7.0,Carrier A,$849.00,Supplier 2,Delhi,27.0,683.0,27.0,$54.08,Pass,0.78,,C route,575.79,447088.0
haircare,P040100-0000/02,,,384.0,$8470.98,Unknown,81.0,3.0,33.0,,Carrier B,$983.00,Supplier 5,Delhi,25.0,174.0,16.0,$99.48,Pending,2.41,Sea,a,568.75,2202944.0
haircare,P040100-0000/03,66530.0,75.0,37.0,$5995.35,Female,99.0,17.0,,7.0,Carrier C,$368.00,Supplier 5,Chennai,20.0,271.0,28.0,$31.05,Pass,1.28,Rail,route_B,637.58,471724.0
haircare,P040100-0000/04,29270.0,30.0,937.0,,Female,96.0,14.0,53.0,3.0,Carrier B,$853.00,Supplier 5,Chennai,,240.0,7.0,$62.2,,1.53,Rail,A route,249.41,0.0
cosmetics,P040200-0000/01,98810.0,18.0,742.0,$1959.49,Male,9.0,27.0,79.0,7.0,Carrier A,$690.00,Supplier 5,Chennai,7.0,284.0,25.0,$47.51,Pass,4.03,Rail,a,714.32,0.0
skincare,P040200-0000/02,49810.0,48.0,632.0,$6283.72,Female,92.0,26.0,,3.0,Carrier B,$940.00,,Mumbai,29.0,791.0,8.0,$82.07,Pending,,Road,route_A,512.72,0.0
cosmetics,P040200-0000/03,34670.0,81.0,586.0,$1709.61,Non-binary,31.0,16.0,74.0,5.0,Carrier C,$941.00,Supplier 4,Kolkata,28.0,616.0,21.0,$64.85,Fail,1.67,Rail,routeB,979.85,0.0
cosmetics,P040200-0000/04,89880.0,82.0,,$1203.46,Male,91.0,25.0,40.0,7.0,Carrier A,$638.00,Supplier 5,Chennai,15.0,700.0,16.0,$26.5,Pending,2.92,Sea,routeB,868.99,1017922.0
cosmetics,P040200-0000/06,78600.0,14.0,821.0,$9339.0,Non-binary,47.0,20.0,89.0,4.0,Carrier B,$903.00,Supplier 2,Bangalore,26.0,880.0,15.0,$56.33,Pass,2.69,Road,B,,0.0
haircare,C626005-2093/05,48370.0,79.0,367.0,$1055.22,,,10.0,71.0,8.0,Carrier B,$621.00,Supplier 4,Delhi,18.0,933.0,8.0,$20.86,Fail,1.32,Rail,B route,,0.0
skincare,C626005-2093/20,9520.0,65.0,589.0,,Male,92.0,19.0,45.0,4.0,Carrier A,$823.00,Supplier 3,Bangalore,,205.0,10.0,$40.39,Pass,1.92,Sea,C,169.96,1322681.0
skincare,C626005-2093/35,68670.0,8.0,37.0,,Unknown,46.0,9.0,,,Carrier C,,Supplier 1,Kolkata,17.0,982.0,11.0,$13.94,,4.55,Air,routeB,431.08,1130218.0
skincare,C626005-2095/05,45450.0,11.0,839.0,$6993.22,Non-binary,20.0,1.0,68.0,7.0,,$962.00,Supplier 2,Chennai,19.0,213.0,25.0,,,1.61,Air,A,450.67,0.0
cosmetics,C626005-2095/20,25870.0,47.0,966.0,$2797.29,Non-binary,21.0,29.0,91.0,2.0,Carrier C,$769.00,Supplier 4,,,547.0,29.0,$56.18,Fail,1.44,Sea,,198.71,1904561.0
haircare,C626005-2095/35,13020.0,92.0,,$5545.15,,20.0,15.0,56.0,7.0,Carrier B,$458.00,Supplier 1,Mumbai,26.0,520.0,21.0,$50.06,Fail,1.38,Air,b,941.35,0.0
cosmetics,C626007-2093/05,,33.0,367.0,$1692.72,Male,17.0,16.0,95.0,7.0,Carrier B,$487.00,Supplier 5,Kolkata,2.0,776.0,18.0,$27.07,Fail,1.05,Rail,c,,0.0
cosmetics,C626007-2093/20,6670.0,37.0,537.0,$2289.93,Female,46.0,24.0,99.0,5.0,Carrier A,$514.00,,,18.0,239.0,22.0,$57.59,Pass,2.55,,C route,714.4,0.0
haircare,C626007-2093/35,32920.0,74.0,586.0,$6619.1,Non-binary,16.0,12.0,6.0,8.0,Carrier C,$314.00,Supplier 1,Delhi,23.0,706.0,2.0,$63.81,Pending,3.7,Rail,routeB,426.13,0.0
skincare,C626007-2095/05,66340.0,,470.0,$6367.3,Non-binary,91.0,8.0,67.0,4.0,Carrier A,$882.00,Supplier 2,Delhi,3.0,,23.0,$45.59,Pass,3.27,,,522.41,0.0
haircare,C626007-2095/20,74780.0,68.0,637.0,$8288.53,Non-binary,45.0,10.0,85.0,9.0,Carrier C,$142.00,Supplier 1,Bangalore,4.0,672.0,3.0,$33.57,Pending,4.91,Sea,,778.94,2064853.0
skincare,C626007-2095/35,95650.0,21.0,448.0,$5373.49,Non-binary,77.0,,79.0,,Carrier C,$677.00,Supplier 1,Kolkata,23.0,497.0,28.0,$56.11,Pending,0.79,Air,routeA,366.52,0.0
cosmetics,C626043-2093/05,44410.0,78.0,871.0,$3730.54,Female,45.0,25.0,40.0,5.0,Carrier B,$161.00,Supplier 5,Kolkata,,833.0,17.0,$90.4,Pending,,Air,b,849.19,1335871.0
haircare,C626043-2093/20,98130.0,80.0,,$4609.93,Female,93.0,26.0,18.0,4.0,Carrier C,$655.00,Supplier 5,Delhi,,851.0,10.0,$72.37,Fail,1.97,Road,B route,380.35,0.0
skincare,C626043-2093/35,27580.0,49.0,475.0,$5117.16,Non-binary,57.0,9.0,22.0,3.0,Carrier C,$310.00,Supplier 3,Chennai,27.0,,2.0,$60.67,Pending,4.41,Air,route_C,365.28,0.0
haircare,C626043-2095/05,33210.0,9.0,87.0,$6887.07,Male,86.0,5.0,61.0,6.0,Carrier C,$176.00,Supplier 3,Mumbai,10.0,240.0,18.0,$33.79,Pass,2.26,Air,C,525.6,0.0
haircare,C626043-2095/20,13540.0,41.0,786.0,$4212.24,Male,37.0,19.0,56.0,3.0,Carrier C,,Supplier 5,Delhi,,144.0,28.0,$92.49,Pending,4.96,Road,route_C,812.16,0.0
skincare,C626043-2095/35,6010.0,41.0,178.0,$8590.72,Unknown,68.0,16.0,72.0,6.0,Carrier C,$431.00,Supplier 2,Chennai,25.0,530.0,,$28.78,Fail,,Rail,route_B,591.8,0.0
skincare,C626047-2093/05,13500.0,66.0,302.0,$1510.59,,97.0,9.0,63.0,4.0,Carrier A,$450.00,Supplier 3,Delhi,12.0,405.0,25.0,$73.43,Fail,0.34,Rail,,117.0,526712.0
cosmetics,C626047-2093/20,1210.0,31.0,,$8235.07,Male,64.0,27.0,39.0,8.0,Carrier B,$144.00,,Delhi,12.0,840.0,25.0,$49.49,Fail,1.61,Rail,C route,752.02,589439.0
haircare,C626047-2093/35,75510.0,97.0,800.0,$1709.12,Male,43.0,,9.0,,Carrier A,$296.00,Supplier 3,,21.0,129.0,27.0,,Pass,2.62,Rail,route_A,740.97,613259.0
skincare,C626047-2095/05,,48.0,842.0,$2560.76,Female,25.0,8.0,70.0,8.0,Carrier B,$578.00,Supplier 5,Bangalore,14.0,759.0,24.0,$60.01,Pass,4.82,Road,B,713.26,
,C626047-2095/20,3170.0,63.0,26.0,$5639.33,Female,79.0,26.0,47.0,2.0,,$154.00,Supplier 2,Bangalore,25.0,,25.0,$72.63,Pass,,Rail,,,0.0
skincare,C626047-2095/35,66330.0,54.0,887.0,$1954.75,Female,74.0,3.0,58.0,1.0,Carrier A,$856.00,Supplier 2,Mumbai,27.0,115.0,14.0,$24.6,Pass,0.82,Rail,b,529.66,0.0
haircare,C626059-2093/05,23930.0,50.0,565.0,$5692.32,Non-binary,48.0,13.0,80.0,5.0,Carrier B,$751.00,Supplier 2,Kolkata,24.0,354.0,13.0,$17.38,Fail,1.28,Sea,A,949.27,1448725.0
skincare,C626059-2093/20,55910.0,77.0,384.0,$3019.96,Non-binary,,21.0,57.0,1.0,Carrier C,$500.00,Supplier 1,Chennai,11.0,974.0,22.0,$92.05,Fail,4.47,Road,routeC,979.65,0.0
haircare,C626059-2093/35,16720.0,25.0,635.0,$4938.8,Non-binary,52.0,,93.0,6.0,Carrier C,$298.00,Supplier 2,Bangalore,22.0,205.0,7.0,$66.42,Pending,4.16,,C,806.47,0.0
skincare,C626059-2095/05,72700.0,,480.0,$7832.82,Non-binary,80.0,24.0,31.0,7.0,Carrier C,,Supplier 1,Mumbai,8.0,141.0,4.0,$93.72,Pass,,Air,A route,141.45,1575113.0
skincare,C626059-2095/20,57800.0,98.0,,$8896.99,Non-binary,37.0,10.0,,8.0,Carrier A,,Supplier 4,Mumbai,12.0,772.0,1.0,$74.98,Fail,0.45,Road,route_A,959.15,2490400.0
haircare,C626059-2095/35,92900.0,95.0,970.0,$7231.11,Non-binary,35.0,16.0,39.0,3.0,Carrier B,$575.00,Supplier 1,Mumbai,,854.0,2.0,$36.06,,2.12,Road,B,340.41,0.0
cosmetics,R014900-1790/1B,79870.0,40.0,754.0,$4519.11,Non-binary,45.0,8.0,65.0,3.0,Carrier C,$243.00,Supplier 1,Kolkata,7.0,454.0,29.0,$87.54,Pending,0.74,Sea,route_B,378.25,0.0
,R014900-1790/1E,65519.99999999999,42.0,609.0,$8997.09,Female,79.0,1.0,61.0,4.0,Carrier B,$997.00,Supplier 1,Delhi,24.0,276.0,5.0,$73.21,Pass,3.73,Road,routeC,626.43,0.0
cosmetics,R014900-1790/1C,39910.0,53.0,676.0,$4251.4,Female,64.0,15.0,,6.0,Carrier A,,,,7.0,787.0,4.0,$58.18,,0.43,Rail,route_B,151.07,1376202.0
cosmetics,R014900-1790/1D,93370.0,45.0,,$8081.34,Unknown,52.0,7.0,,5.0,Carrier B,$730.00,Supplier 1,Bangalore,12.0,662.0,12.0,$69.53,,2.53,Rail,route_A,867.54,1149156.0
skincare,R014600-GY15/04,56450.0,92.0,11.0,$9566.51,Female,11.0,24.0,15.0,8.0,Carrier A,$316.00,Supplier 1,Chennai,2.0,439.0,20.0,$77.81,Pending,3.01,Sea,a,,1864024.0
haircare,R014600-GY06/04,64680.00000000001,63.0,865.0,$2114.07,Female,85.0,15.0,21.0,5.0,Carrier C,$271.00,Supplier 4,Kolkata,2.0,796.0,20.0,$53.98,Pass,3.27,,B route,251.64,
cosmetics,R016500-0000/29,24500.0,93.0,506.0,$8942.63,Non-binary,70.0,9.0,70.0,2.0,Carrier C,$866.00,Supplier 2,Delhi,17.0,950.0,1.0,$72.93,Pending,2.98,Sea,route_A,775.54,753740.0
haircare,R016500-0000/35,53260.0,30.0,604.0,$7491.23,Male,16.0,18.0,2.0,1.0,Carrier A,,Supplier 2,Mumbai,21.0,660.0,,$91.18,Pending,2.66,Road,route_A,470.69,2251981.0
cosmetics,R016500-0000/08,68030.0,33.0,256.0,$7963.34,Unknown,,1.0,23.0,9.0,Carrier A,$282.00,Supplier 4,Delhi,3.0,749.0,11.0,$29.09,Fail,,Rail,a,393.66,0.0
haircare,R170700-0000/00,42170.0,61.0,270.0,,Non-binary,29.0,26.0,,8.0,Carrier C,$320.00,Supplier 1,Bangalore,24.0,217.0,16.0,$53.78,Pending,0.81,Sea,routeB,671.48,0.0
cosmetics,R170800-0000/00,7270.0,82.0,660.0,$3360.84,Male,64.0,3.0,30.0,8.0,Carrier B,$470.00,Supplier 3,Bangalore,2.0,489.0,10.0,$67.52,Pending,2.42,Sea,C,439.28,1830497.0
skincare,R170900-0000/00,60650.0,73.0,424.0,,,34.0,18.0,26.0,3.0,Carrier C,$513.00,Supplier 4,Kolkata,9.0,221.0,17.0,$79.97,Pass,4.55,Road,C route,,0.0
skincare,R171000-0000/00,91050.0,46.0,140.0,,Non-binary,93.0,8.0,60.0,1.0,Carrier C,,Supplier 1,Mumbai,20.0,717.0,22.0,$18.33,Pending,4.85,Rail,b,904.57,0.0
haircare,R171100-0000/00,37360.0,61.0,33.0,$8472.3,Non-binary,97.0,15.0,43.0,5.0,Carrier A,$921.00,Supplier 2,Kolkata,13.0,439.0,26.0,$10.68,,4.16,Road,A,881.93,0.0
cosmetics,R171200-0000/00,,54.0,775.0,,Female,,25.0,88.0,9.0,Carrier B,$400.00,Supplier 1,Delhi,4.0,777.0,25.0,$22.14,Fail,0.11,Sea,C,480.83,383457.0
cosmetics,M030103-0000/00,82790.0,36.0,598.0,$5663.93,Male,65.0,,37.0,6.0,,$829.00,Supplier 2,Kolkata,11.0,,,$35.96,Pass,,Air,b,,0.0
cosmetics,M050203-0000/00,63440.0,39.0,720.0,$3040.03,Non-binary,45.0,15.0,88.0,5.0,Carrier B,$566.00,Supplier 3,Chennai,15.0,189.0,11.0,$97.06,Pass,4.85,Air,,764.15,0.0
skincare,M050204-0000/00,86280.0,99.0,785.0,$7009.32,Male,88.0,4.0,,8.0,Carrier A,$280.00,Supplier 4,Chennai,8.0,124.0,20.0,$34.04,Pass,2.88,Rail,route_B,723.19,0.0
cosmetics,M050205-0000/00,22150.0,92.0,,$6289.98,Non-binary,60.0,29.0,19.0,,Carrier A,$314.00,,Kolkata,5.0,921.0,22.0,$47.08,Fail,2.01,Road,route_C,738.2,1806376.0
haircare,M050301-0000/00,60270.0,29.0,830.0,$2578.94,Female,23.0,25.0,1.0,6.0,Carrier A,$520.00,Supplier 2,Kolkata,28.0,854.0,17.0,$20.63,Fail,3.93,Sea,a,826.91,
cosmetics,M020201-0000/00,41980.0,73.0,835.0,$5027.88,Male,5.0,3.0,5.0,9.0,Carrier A,$232.00,Supplier 3,Delhi,7.0,485.0,20.0,$42.47,Fail,4.27,Road,,,
haircare,M050103-0000/00,80350.0,13.0,441.0,$7764.04,Female,97.0,9.0,53.0,8.0,Carrier C,$385.00,Supplier 4,Kolkata,19.0,319.0,12.0,$76.12,Pending,0.84,,routeC,,0.0
cosmetics,M060105-0000/00,48610.0,13.0,855.0,$6600.98,Male,22.0,13.0,28.0,9.0,Carrier B,$683.00,Supplier 1,Kolkata,29.0,733.0,,$36.42,Fail,3.61,Air,routeB,636.63,0.0
,M060105-0000/01,42540.0,38.0,67.0,$1525.77,Non-binary,63.0,1.0,63.0,7.0,Carrier B,$120.00,Supplier 1,Delhi,8.0,674.0,15.0,$19.38,Pending,2.18,Rail,b,435.12,361296.0
haircare,M060105-0000/02,47010.0,35.0,444.0,$6619.61,Unknown,22.0,22.0,39.0,3.0,Carrier C,$240.00,Supplier 5,Chennai,12.0,645.0,25.0,$28.54,Pass,4.03,Rail,C,592.97,0.0
